clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
mutuelles cotisations mutuelles santé devraient augmenter moyenne tenir compte hausse dépenses santé budget sécu a indiqué lundi décembre président mutualité française jeanpierre davant france,"[4.5945461517551014853e-88, 1.4063396564638685669e-59, 2.6093127657816502122e-83, 6.1805634374673665504e-46, 1.02905252196581574124e-41, 3.9731206421474093457e-69, 3.5351049953417856426e-70, 4.393799169048286635e-77, 1.1242222255850764068e-78, 1.2153379669747851835e-87, 1.0146321104139570258e-64, 1.4449507163274549106e-65, 1.5021134783523098477e-64, 3.7397142660258183707e-78, 9.195509664398935682e-87, 3.9134742412101045172e-79, 1.7285313078974415042e-86, 5.563363656342144213e-55, 3.4443167542329243606e-68, 3.73335246961745854e-72, 1.8552807506230653615e-75, 4.155780767633606414e-87, 1.094009100165625525e-63, 7.474084079798275346e-79]",4.287976365001025e-43,24
hôpital forfait hospitalier journalier passe euros,"[3.2070241228493661057e-85, 2.7181106539891393755e-76, 1.9982307982979429141e-82, 1.3894713505268943615e-86, 7.945746311736099844e-86, 4.3134959592236943412e-83]",4.530188479516799e-77,6
cest dernière trois augmentations décidées cadre réforme,"[2.1488472615428387056e-84, 9.830266092562783861e-81, 1.1028359217811380888e-80, 1.0768527195150662521e-80, 5.5103784936370340433e-83, 6.1753823608489277135e-87, 2.0485971332399424418e-82]",4.555610146632728e-81,7
transports automobile prime casse passe euros tombera juillet,"[1.4098082372651022952e-81, 6.878938161904329799e-71, 4.746517972008119039e-72, 4.0596489404520515666e-85, 7.863581192707069806e-87, 1.5638257041936131829e-83, 2.5808145866518231924e-83, 4.85550830163742442e-78]",9.191988056001423e-72,8
tgv taxi tarifs tgv vont augmenter moyenne,"[2.43148586505039849e-62, 4.2650728316518441398e-82, 3.146903801319072729e-75, 1.2217871694177613065e-85, 8.235075935675060784e-87, 5.3904030694099013156e-52, 7.0869664678895327533e-84]",7.700575813790071e-53,7
course taxi,"[8.984280531019135729e-48, 1.13513284817069790635e-77]",4.4921402655095676e-48,2
travail smic salaire minimum va être porté euros lheure euros mensuels brut heures hebdomadaires travail,"[1.2210451740845037103e-70, 7.4923600745823186386e-82, 7.496864146685477636e-77, 1.5700112832240681769e-57, 1.14182265039536524955e-83, 6.2059820941488341867e-80, 2.7184540694420014383e-47, 3.9522038698317310685e-73, 5.545565393600984941e-84, 4.218823964200318239e-81, 1.2622931720677157642e-57, 5.783682168452045728e-86, 1.1781457925299701637e-16, 4.2556291145733574133e-62, 9.406075111919354097e-79]",7.854305283533134e-18,15
a compter revalorisation automatique smic lieu tous janvier,"[7.216994906858665881e-86, 5.613880024055753091e-76, 2.3761794129324243946e-82, 4.4803177247064586254e-87, 1.4369223086904323264e-15, 2.6047250197618682798e-83, 2.5968783813485708359e-70, 3.4209931939025565344e-85]",1.7961528858630405e-16,8
chômage mode dindemnisation chômage partiel intègre désormais primes prend compte toutes périodes chômage partiel,"[1.8458113110898626677e-88, 3.1477058066366474932e-69, 3.5319014129720696373e-80, 6.673340746427440595e-69, 3.0177181325990140276e-84, 2.1382100400157621424e-51, 2.5422038646264521263e-81, 3.217794067888236102e-86, 6.631448988237851502e-85, 2.4760409396380304268e-87, 5.64009064510847016e-82, 1.0805124777652242943e-84, 1.4146217823621320395e-86, 3.7098787166489994987e-89]",1.5272928857255444e-52,14
cette décision fait suite accord entre patronat syndicats,"[2.8785783523614658958e-89, 1.7860692934592754497e-84, 9.5379018758876167785e-84, 7.866448206167780341e-80, 4.168822834745688798e-62, 5.8248467619739844337e-81, 2.6126446216027306687e-88, 5.3218863801109540678e-89]",5.211028543432111e-63,8
contrat travail contrat unique dinsertion cui harmonisant assouplissant actuels contrats aidés destinés exclus marché lemploi entre vigueur janvier,"[1.846671333369057849e-82, 1.6614713843079608997e-83, 3.9251048843424101566e-77, 3.6171112175594266175e-77, 4.622230880927795614e-79, 9.6821409162235851666e-88, 1.6984866043828229804e-89, 5.565257882180928965e-86, 2.2867982167439669296e-84, 6.1746316621498259707e-49, 5.745783059799438906e-84, 8.206682345806055268e-83, 6.8368292773827641e-86, 2.2677526064916992219e-77, 1.5396651277117446589e-68, 2.6559701299903295813e-86, 6.43774490581136765e-66, 1.5479339721672825919e-75]",3.43035092341657e-50,18
solidarité minima sociaux revenu solidarité active rsa passe euros mensuels personne seule sans enfants,"[6.741334687873720056e-76, 4.7658086819153155993e-73, 9.678582717232472662e-82, 5.6753721806737329285e-73, 8.6079269061283120975e-82, 4.847418686154902648e-32, 1.4375452084128629944e-76, 9.024699238989146915e-62, 3.1757734070505196574e-89, 7.4742523261430084277e-78, 6.062085716093342587e-80, 7.407843940260661485e-87, 1.154005722427064706e-68, 8.643548543615823758e-73]",3.462441918682073e-33,14
augmente ainsi comme lallocation solidarité spécifique ass,"[4.5847898724697135955e-79, 6.142213496345983623e-79, 4.352534326135990966e-80, 6.6949555899241084006e-74, 1.22910935690706942204e-85, 1.647754185683325675e-30, 1.1578812103944069101e-71]",2.3539345509761795e-31,7
