clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
l ailier droit a mis vent petite moitié l équipe springboks avant s empaler assez bêtement seul défenseur restant chemin l embut proche,"[1.3804742855915308759e-109, 9.346440856750203057e-201, 4.9369790641983321555e-141, 7.5685984121268048243e-131, 4.7626198206824714957e-206, 4.4242942986122961615e-237, 2.1453133322244859022e-105, 1.861781020337902762e-71, 3.2298576304283820137e-204, 1.4379059839854955341e-138, 8.60887754285785755e-110, 3.4111482713025541344e-161, 3.0511680337209495426e-147, 4.6187702593727522834e-186, 8.501264754284491763e-111, 1.1499130389525498369e-176, 4.133475314054030227e-160, 2.2922286893301687087e-222, 1.6193411940391348934e-109, 1.5998187607512486174e-127, 8.2783299473770454074e-60, 2.718141279488470158e-178, 6.373115176060908024e-166]",3.599273890172027e-61,23
tout oubliant deux partenaires,"[3.5653138198472841527e-159, 1.5349024666804353641e-241, 1.616460600580447608e-137, 3.1008940013772720022e-240]",4.041151501451119e-138,4
être juste xv france a aussi frôlé précipice deux fois,"[1.2750903453790347301e-184, 1.1368952228902284206e-149, 1.915250025735351193e-145, 6.6126896974980543306e-113, 4.0595125979913704395e-91, 1.3945781497998677161e-143, 2.986167117648653529e-187, 3.3334118717588966525e-121, 2.9789384248635877936e-181, 3.970808756794454704e-232]",4.05951259799137e-92,10
s est alors tiré d affaire grâce sauvetages d géant si mobile converti deuxième ligne troisième ligne aile puis dupont remplaçant,"[1.0986952614352169749e-116, 2.1058088684136711084e-166, 7.760818017548169772e-105, 1.1088009827456982293e-177, 5.4768537803817876062e-36, 1.0998076972920621931e-145, 3.836345154977690362e-229, 1.899535548756564634e-161, 9.24914781581061984e-175, 4.1532527593420458786e-159, 1.45233505182391247974e-123, 2.4547543805295770765e-177, 8.5381088108464277813e-212, 5.39187341489858003e-149, 3.704281877444475247e-226, 6.03589430309120029e-100, 7.1457286374967414704e-156, 5.6555211039137242572e-176, 8.326774830325078117e-134, 4.5697953085907621858e-198, 1.10274632841133707847e-156]",2.608025609705613e-37,21
bonne nouvelle match tournée d automne bleus auteurs deux essais rage plus dépassés,"[5.077074048711259631e-149, 2.5084492785451037175e-190, 2.2509000984825296991e-146, 1.09123963825575701936e-249, 1.5594831130861666959e-268, 1.3799361734896871502e-159, 1.0141794188910697563e-223, 1.7800139878492470524e-170, 1.2394214784155603042e-155, 3.6160084685592964035e-184, 1.5926018134634581401e-140, 4.3040988125896788025e-194, 4.9393353890568956245e-195]",1.2250800534158708e-141,13
s effondrent,"[1.6949735425221513616e-221, 3.13603137652848856e-218]",1.5688631750355053e-218,2
bien plus consistants capables donner réplique,"[2.7838484472736335018e-171, 1.4098209816019508161e-152, 5.78213030733576644e-236, 1.8437748160498938875e-208, 3.0345887581296806638e-167, 2.4373468939773606158e-169]",2.3497016360032563e-153,6
jouent marquent,"[1.6551111535405440393e-244, 2.8621968903910430805e-254]",8.27555576913382e-245,2
mènent mitemps,"[1.8802499793900799187e-202, 2.2442422963825296566e-142]",1.1221211481912648e-142,2
effets positifs reconstruction commencent faire vraiment sentir,"[3.0019184455564188221e-193, 5.607769227919100041e-212, 4.7296475141759319066e-193, 2.2040022185562415725e-215, 6.8260258161203137153e-205, 1.5096315142594929109e-220, 8.179628965926971976e-160]",1.1685184237038532e-160,7
mauvaise nouvelle défaite plus xv france jacques brunel,"[1.2309305350107106269e-188, 4.0094925731266117835e-233, 5.693060567785499978e-156, 2.7224089183714270356e-218, 7.153223468807918925e-207, 7.407320260155298939e-178, 1.5350245723250198012e-128, 2.5403833016411494348e-172]",1.918780715406275e-129,8
celleci repose pures petites bêtises mêlée certains regroupements défense cafouillage réception renvoi offrant essai boks chouïa fébrilité sortie touche fatale torpillant rêves français victoire parfaitement légitimes match,"[7.2938853606344624146e-234, 4.521547004799700243e-200, 8.596989670163235435e-245, 1.06382987654533158e-249, 2.1051554734142411518e-234, 3.0130280971688887911e-238, 2.8269374971401314238e-228, 1.1119707921675684606e-237, 1.846184818432901725e-202, 1.195990068085577045e-251, 1.6808509217016522776e-259, 6.7625580738449238506e-279, 6.3684057140848624855e-241, 1.3369524994864081191e-227, 6.682304239093162927e-249, 1.3326676549817114013e-233, 2.1230390713079775917e-251, 5.8530966328625073304e-239, 1.7348252318678041874e-238, 2.256720687377934539e-198, 2.66321541832762037e-225, 2.4848776545087716738e-233, 7.7291394761076475676e-210, 7.166493405959744507e-219, 7.595334254771506876e-225, 1.0015927281292279821e-239, 1.0865020427412060477e-236]",8.526373244131496e-200,27
multiples petites choses si lourdes conséquences niveau gâchent tout simplement vie bleus,"[6.363241560819489561e-219, 2.3159070637846268367e-233, 6.758567656637123577e-241, 7.522954316091592341e-241, 2.701199551316780327e-202, 5.724312767818927351e-212, 1.0957266239885835019e-166, 1.7309865211423869383e-202, 1.3151519104391036306e-181, 9.81539500495048687e-199, 5.1720715306126527543e-207, 2.9211237345238604678e-244]",9.131055199904874e-168,12
depuis longtemps,"[2.2586866247094582584e-196, 1.9204283099290870111e-226]",1.1293433123547292e-196,2
rien nouveau,"[9.1771704619166192826e-253, 9.635407916235339401e-205]",4.81770395811767e-205,2
cela dit victoires dérobent cruellement dernières secondes font partie rugby sport,"[2.2096574146723431662e-198, 3.035396727628161994e-211, 1.9243975352290229424e-237, 4.811486466110637742e-227, 4.8126528653995026925e-237, 4.8170717278617024638e-268, 2.972067243303045267e-217, 3.332534647205295721e-236, 1.7238611664042718305e-257, 5.22898510929351519e-277, 9.0218679302070222865e-256]",2.0087794678842243e-199,11
bleus l ont déjà expérimenté cette année leurs dépens travers drop monstrueux dernière chance irlandais jonhatan sexton,"[3.4338133128420794253e-247, 3.523746636345415236e-253, 1.4145963602577395579e-285, 1.8047581154874019035e-242, 3.750154323859467804e-284, 1.34363526324569921075e-279, 1.6795791224450946384e-276, 4.6097601612794707394e-261, 1.709637844891843899e-258, 1.2722051594983822982e-248, 1.1284150503222419617e-296, 3.3060016146536632446e-256, 7.389584092035417414e-280, 6.1763306364083407355e-284, 2.6076809263562426653e-257, 9.549259739096813477e-265, 1.242317597547574486e-276]",1.0616433681535077e-243,17
l autre sens l ailier vincent clerc sous bernard laporte entraîneur marqua dublin essai toute dernière extrêmité fit basculer match france,"[1.8771134929176335604e-286, 8.6746911813327629244e-257, 1.7661569951251736843e-250, 1.3155927387978451169e-273, 3.7801844985625106062e-280, 3.1175071214897805111e-310, 2.0505917197057082683e-255, 6.920646957485772653e-284, 3.769379454928123966e-242, 1.7414028074511660452e-289, 8.488892710424967647e-261, 1.5071262803459933743e-259, 1.0514174979391222585e-259, 1.8806140734934789891e-272, 8.435717077251086876e-245, 1.5495436658719959176e-273, 7.946463340110684481e-246, 4.255614872887507751e-258, 2.1257846055200635605e-239, 1.7306723430506493983e-233, 1.0933541438039504219e-265]",8.241307012446975e-235,21
suite contre pumas argentins samedi lille,"[6.4396371487758474336e-252, 1.2671452356084814307e-271, 6.6493682685621922196e-306, 6.006278951896576598e-218, 1.4429831389726127309e-208, 2.8526882177406951175e-264]",2.4049718992887345e-209,6
md cause décès centre aurillacois louis ans août heures l infirmerie stade d aurillac cantal a établie,"[2.5778742760651316534e-271, 6.6412512690146400417e-258, 1.3950493819806659064e-277, 2.2414332488933752704e-270, 4.3531224573295412844e-283, 6.4740467576455364223e-311, 7.4221111426283814036e-172, 9.297511209009923142e-291, 2.47369827281848395e-245, 9.650807207079849882e-276, 2.5464959043134017299e-257, 5.028312837201833884e-236, 2.7575030470164667272e-266, 3.7663649577439058021e-267, 2.0988321732267984327e-218, 7.926629852627540566e-216, 2.0311510188663051361e-247]",4.365947730957871e-173,17
purement accidentelle,"[1.718166486494147543e-198, 4.0800225959093591654e-307]",8.590832432470737e-199,2
choc plaquage « régulier » qu il a subi thorax a entraîné trouble rythme cardiaque a fatal,"[9.0501815303015249595e-215, 5.5313951090845843364e-294, 5.028835558443896779e-243, 1.1484792381384785147e-236, 2.8684103277974195176e-266, 4.7493562215079790037e-211, 5.862882308977337752e-237, 7.26074656285612857e-213, 1.7023933257214426519e-239, 1.03384201425478434584e-237, 6.6627549275711641647e-215, 9.847333907176649157e-233, 1.16202761265626198605e-237, 1.342818590512882125e-188, 5.4081750653310030414e-210, 1.1023335507468365748e-216, 2.1098945433584907933e-221]",7.898932885369895e-190,17
