clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
dois travailler deux fois plus jai réussi attirer douzaine nouveaux clients confie vendeurs,"[3.3171441970856074565e-77, 7.4770737608788952784e-68, 6.1635750309375703494e-73, 3.6991844761603064894e-82, 7.165579080657679239e-58, 2.566611547798861062e-85, 5.287123912756095788e-81, 1.2679327747368835332e-54, 3.3785944742515411724e-101, 1.2324900507860113171e-98, 3.8955865253333528773e-103, 9.535927763160186139e-100, 8.7328940315683621534e-98]",9.758841020346338e-56,13
autre signe dun fossé grandissant entre petits gros puissante européenne galerie hauser wirth déjà installée zürich londres a ouvert septembre espace new york lupper east side,"[5.328057087130485266e-100, 3.3747928426494394276e-102, 8.845569798823530272e-93, 5.9440276079324783593e-99, 8.0734693159770978546e-95, 2.2736872432903113504e-95, 5.8950169391662249653e-91, 1.05133945920103333144e-75, 5.6819692404289683685e-79, 1.9582577336492641563e-77, 1.5527151320662769379e-81, 1.6414523458075002168e-51, 1.11498368652099554665e-44, 3.0418932112740233376e-62, 1.17103936941563745605e-76, 8.943781185515657007e-91, 7.1442057636348751245e-98, 1.12142210978837959606e-95, 8.4272724996534878094e-101, 7.9457310158380870815e-101, 2.7743763100449163564e-99, 1.9355142128697377203e-95, 3.2782854745646868389e-94, 3.8143754892615586125e-93, 4.882429409339573949e-86, 3.5182067012865833455e-100]",4.2883994256393466e-46,26
tout monde réduit frais moment réfléchissons vingt ans explique directeurs,"[9.126753471201513806e-96, 6.3057540852196633807e-91, 1.7717654042902998415e-96, 1.0194151449655358697e-100, 1.994529618304064298e-104, 6.0522789483077152805e-110, 4.5655126538585404154e-113, 4.635239440823050115e-111, 2.6561292608376586758e-102, 2.9193465491274078809e-99]",6.305863100648059e-92,10
new york entretient néanmoins réputation pouvoir dattraction folle énergie,"[5.468916823707945159e-101, 7.0432352095789909403e-97, 3.5346316085364070328e-102, 1.4708012027351334417e-104, 7.2233874686357911977e-104, 1.6192407311315310576e-92, 1.8204464705331949569e-96, 2.2656575711366039401e-100, 2.6361711144246330381e-87]",2.929097010396666e-88,9
pendant beaucoup lamentent projets continuent dy fleurir,"[3.8247250958375919064e-100, 4.4046563614248906916e-103, 5.2055765985663567703e-96, 3.0566179130010791434e-76, 4.6462228279283977486e-90, 5.26966276077390433e-103, 2.5137796727955380759e-98]",4.3665970185730364e-77,7
surtout venant dinstitutions continuent trouver fonds mécénat,"[5.886458513652953744e-104, 8.0224661219320137005e-103, 4.6517426655153462163e-105, 1.04007090399943266473e-78, 1.7061967618960754793e-65, 2.415302197197150509e-92, 3.016364241881413357e-70]",2.437467036483712e-66,7
ainsi prestigieux whitney museum dévolu lart américain souhaite ouvrir nouvelle aile sud chelsea lorée high line inaugurée lété ancienne voie ferrée transformée promenade verte architectes diller scofidio devrait être prolongée,"[1.5463324576255564663e-80, 5.6698022629517331336e-109, 3.1479081834605692367e-86, 1.3551036442675109727e-86, 2.7989830847555946999e-95, 1.1817340454223921104e-82, 1.2965460867469239391e-97, 8.2803548849543368787e-106, 6.093811897250230556e-106, 7.3719465754238703845e-84, 1.4826869354598190808e-78, 8.034128071298350105e-98, 1.459613601422850967e-95, 9.713780053409678462e-97, 1.7319192299762208917e-102, 4.1988219888294519179e-103, 1.2737995248180986893e-96, 5.856005237679932624e-99, 4.7666692096948061575e-78, 7.304542711613419273e-100, 8.823021037223738832e-90, 4.274863165394223689e-105, 5.107466525195901103e-103, 2.5161140717016368038e-104, 9.88082228705152099e-98, 2.4839812910024939642e-71, 1.3956508202457024868e-99, 9.3576258040881675673e-94, 7.3790854303706905896e-101, 5.6375363696556780375e-96]",8.27993972499e-73,30
côté dia art foundation joue rôle primordial conservation lart contemporain comme spiral jetty joyau monumental land art robert smithson a imaginé nord lac salé utah projette revenir chelsea cinq ans après avoir renoncé,"[2.9306914007989879766e-100, 2.3344031335809886896e-94, 4.7803396445627954267e-95, 5.7264082203885459158e-92, 7.623330593033642623e-102, 2.6616058083419913867e-101, 2.7632991360907901254e-99, 2.233629954148542003e-102, 2.9497106390938564775e-102, 7.1358619212288737976e-94, 1.01858824742759798694e-82, 6.091746661545049e-89, 5.252585232415307859e-93, 4.6823815236873633404e-95, 4.3660776686758403053e-89, 2.1744936119978564091e-91, 3.0294905913585929642e-64, 2.7538052604787660844e-93, 2.0883813004310519475e-101, 1.00254749778017524227e-94, 2.0242828678270429907e-103, 2.3589356343655492766e-91, 1.964084141810193804e-86, 8.98873998860120084e-82, 2.3359970827494034257e-102, 2.1107736885431094129e-105, 1.258331651375444687e-108, 2.8804984569747422543e-90, 1.825516865733256492e-89, 3.212948484113852395e-103, 2.285872987094669586e-101, 3.2500940834106398968e-106, 1.9017303940592803607e-71]",9.180275095550401e-66,33
directeur français philippe vergne a annoncé architecture modeste afin lessentiel largent dépensé artistes,"[1.0396636109249112541e-99, 1.4996443699547941419e-94, 6.5565023904585414273e-93, 6.0827446500976125853e-94, 5.258868622814914648e-60, 1.3212317802622242515e-89, 1.1618355874159663018e-101, 6.7173310790124090294e-99, 5.9961790953865060636e-104, 1.9640655310488285698e-99, 2.0199691216253563908e-100, 1.7921818145147137106e-100, 4.9013912836867873347e-102]",4.045283556011473e-61,13
linstant dia contente montrer petites expositions espaces hispanic society of america coeur quartier dharlem,"[3.8484907480427000775e-104, 5.534545687522586294e-105, 4.3204167471395038388e-100, 3.867553515128014284e-101, 2.5274945861579451444e-87, 3.5148743134068723479e-90, 2.9877021953563357425e-82, 5.534871542377042936e-98, 2.9332155630777276158e-93, 2.751921662892045599e-107, 2.7033506179860014157e-92, 8.106403283395744038e-73, 1.1903767538420505311e-54, 7.561561800052374461e-96]",8.502691098871789e-56,14
alors chelsea décline renouvelle autre quartier lart saffirme bas manhattan lower east side longtemps populaire réservé nouveaux immigrants entre least village chinatown,"[1.13064487602287457544e-98, 1.8417838871637306343e-85, 1.0158271274460528616e-90, 1.0, 1.5881436032538561232e-78, 4.6853862756185413173e-75, 6.7396719068355973625e-88, 1.7552359353537388826e-101, 2.5133157157634921199e-92, 3.8330302455570332817e-109, 3.3869371318362078365e-104, 5.0912035454073817043e-104, 2.1750523470734395178e-109, 8.1841639490221898896e-102, 1.5894568181429850409e-102, 3.8151564596622880643e-88, 2.3754455573181742809e-82, 1.2850506674345422164e-77, 9.353661989867446349e-72, 1.599640936980170565e-84, 6.4807892269536676555e-99, 1.238837914196722351e-105]",0.045454545454545456,22
trouve désormais parkas dollars comme escarpins dollars,"[1.4412276444977948459e-102, 1.6162071294029330764e-109, 2.3220282801916784298e-105, 6.950727841685759715e-96, 5.351036235262331041e-96, 3.98230593919098219e-95, 7.626107817966152953e-104]",7.446403569809832e-96,7
depuis création new museum a deux ans dévolu lart contemporain quartier attire galeries,"[5.2995415793438359155e-100, 6.9461334279559291672e-106, 9.9105949944872897316e-104, 1.000241481045775904e-99, 4.4143564324043250866e-98, 1.7531847031225529546e-99, 2.4704975580246185607e-55, 1.1178957783596859416e-64, 1.1984176156033698628e-63, 1.3020747129790401352e-30, 3.4229044952408605957e-98, 1.6814931397888192447e-67, 1.1701126539458461899e-65]",1.0015959330608001e-31,13
vingtaine installées depuis an dont zürcher couple français,"[5.2981040703583983673e-99, 5.915771679237423404e-98, 1.20716275594162898675e-95, 3.8252535367543003257e-104, 3.4186367496914834755e-104, 2.156563294076350277e-95, 1.687124215707687416e-92, 6.8947772914607028005e-104]",2.113117984192413e-93,8
cinquantaine petites structures viennent restaurants chinois agences voyage,"[4.436555211431181151e-103, 2.4390696524618615675e-94, 7.763303264530957848e-113, 5.4174370114390833096e-106, 2.4865054469971676664e-101, 1.2395573113284163929e-98, 3.4286085546400335969e-100, 3.5445464628400970493e-96]",3.0933034431530844e-95,8
dernier lieu fait parler cette fois très chic chère park avenue,"[1.5985329630007033646e-100, 3.223150427873041413e-100, 1.09503216400240840306e-100, 1.9025936299341195357e-90, 7.673511905898296615e-95, 1.6774166033709724527e-103, 4.0731631300113466757e-105, 1.32119082639843180954e-104, 6.5074513362308264373e-106, 1.02797756215885555906e-98, 3.4778146786616038806e-46]",3.1616497078741855e-47,11
ancien quartier général jeunesse dorée partant guerre magnifique bâtiment fin xixe siècle a sauvé ruine association faire lieu culture,"[1.1799285630486330931e-75, 4.181044850785775152e-71, 3.5184818600250077792e-70, 8.876734099793831725e-84, 4.214735035046079537e-89, 2.0819858910433920712e-73, 2.1534264264413809933e-105, 6.903514034376066717e-108, 1.1464287277055527843e-100, 1.4844510055680139459e-83, 7.872621891801517593e-106, 5.238151885118442348e-102, 6.479117411424567e-85, 7.34841395097988693e-102, 5.1449700197649425956e-105, 3.3882825308490331146e-87, 5.6730363935656702737e-103, 6.7441521346565967556e-101, 6.692352884116419102e-95]",2.0729895422528964e-71,19
a chargé architectes suisses herzog meuron tate modern londres cest restaurer,"[2.7546508613101841347e-95, 2.013517368451071224e-85, 2.171993686022397349e-82, 5.7161719371062209564e-94, 1.4214580665203282277e-104, 3.1878997021157763772e-90, 4.4011439543254161833e-103, 2.1174477067968954786e-53, 2.0982073200178161481e-69, 5.740501792884228838e-76, 1.686302729085494017e-94]",1.9249524607244507e-54,11
millions dollars déjà investis,"[1.9986132624263417512e-106, 5.127076317371962675e-111, 7.8496014207607076753e-90, 2.221455675470279621e-86]",5.555601589030889e-87,4
opéra théâtre art contemporain trouvent place salles superbes dessinées louis comfort tiffany linventeur lart nouveau américain,"[2.9166827813537859077e-83, 8.149445237830329273e-99, 6.9976085072518576527e-93, 1.24470422405797770354e-86, 7.5468519065942531458e-106, 2.8344195588329014586e-46, 4.30575212236013137e-76, 1.843364679403272094e-82, 1.024196372848485411e-100, 5.1130876628255796324e-106, 3.7387693139805175472e-107, 1.0607773766806201086e-109, 9.8182643265004221104e-110, 6.564420026785114389e-108, 7.374795395241750336e-80, 2.5949902933394557786e-104]",1.7715122242705633e-47,16
mai français christian boltanski installera linstallation quil dévoile grand palais paris partir janvier,"[1.8763716960757745744e-96, 2.8329314089285715905e-96, 1.0525780395767586822e-87, 2.7802621821110443536e-48, 3.9801698549011862174e-98, 3.040054531772750717e-92, 3.283398021801801728e-94, 8.627749483382468504e-99, 9.694049733980261693e-97, 1.3425356418511143412e-100, 6.6822842538005288623e-103, 2.1708977132429103715e-104, 4.6674070637473721608e-88]",2.1386632170084958e-49,13
new york auraitelle trouvé grand palais emmanuelle lequeux,"[3.262145501237088966e-100, 4.706930995638835744e-102, 3.0965075541967428875e-101, 4.384437220181742178e-102, 3.7466488365025085995e-105, 7.206075897413971831e-105, 1.0792282830975165605e-68, 1.3764029854968695048e-110]",1.3490353538718957e-69,8
