clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
surgit bande garçons ans remontent lavenue charge scandant cergy cri guerre,"[1.1521632503467315601e-145, 6.06239261969080111e-132, 3.912411624184879182e-212, 2.5727147649507474813e-218, 7.451882730145778185e-153, 8.687197544802769054e-136, 1.0870320426039642271e-99, 1.7972602726923619049e-61, 6.1489595246704177066e-116, 1.4352924152373998568e-162, 1.5691628173432664746e-179]",1.6338729751748745e-62,11
fille enveloppée drapeau portugais sourit,"[3.7114934778129955857e-155, 1.0199457699694166173e-125, 4.6791675462211478124e-117, 4.105953623948178368e-204, 2.7375966888286200601e-140]",9.358335112841212e-118,5
plus loin vers rue washington brésilien pose objectif brandissant létendard club foot,"[8.1970775254422261306e-103, 5.812682768432816816e-181, 1.8660005516449640817e-204, 3.1493867174219519885e-149, 4.822285981059156961e-159, 5.096018473161219491e-185, 1.5268776567453029284e-182, 4.0381407835086023297e-155, 1.5494148732838276347e-205, 3.4873450936605651696e-101, 2.4710300589371250842e-176, 2.1112950939177323785e-165]",2.9744298907624894e-102,12
groupe dadolescents filles garçons hurle viva lalgérie alentour patrouilles policiers gendarmes crs arpentent trottoirs rue jalonnée fourgons police,"[2.3650636869034384354e-121, 7.554506553911217609e-182, 4.6803433770412244757e-191, 5.2367864077779735884e-158, 4.6017884348660029582e-126, 7.3666134319901013306e-157, 2.2172271510036533293e-216, 1.9251448600320565573e-188, 2.2992210615177377216e-200, 6.296358494476722337e-173, 3.4305298104020084533e-233, 6.066104101481793293e-211, 1.844158041131089361e-160, 3.5653160415094671424e-170, 1.0208657658825081698e-144, 2.7075171211844016238e-181, 3.332650660079916903e-180, 1.16233639229090095595e-123]",1.3204072603948312e-122,18
présence tellement lourde quelle inquiète père famille,"[6.923006314311130247e-143, 1.5106638344219552805e-118, 2.3466318569358558823e-180, 1.8964387449935187241e-151, 7.6576513448438085247e-150, 7.1644411493641418525e-182, 2.970745867102168565e-211]",2.1580911920313648e-119,7
croirait guerre,"[2.0802334926658481228e-176, 4.8007760860247422944e-179]",1.0425171343759365e-176,2
contraire ça rassure lance sexagénaire venue nanterre nièces petitsenfants,"[7.730692847743457362e-142, 3.5102596660552065326e-169, 6.737345754831004281e-198, 6.147411183651401089e-188, 1.1437275823282560903e-178, 3.0454224228793445986e-153, 9.2669706779183200005e-130, 3.7146225180475036912e-177, 6.140845758458839717e-150]",1.02966340865845e-130,9
rassurer bien lobjectif ministère lintérieur cette dernière nuit lannée occasion traditionnels débordements,"[1.5954694745860576101e-164, 7.056946052320022528e-195, 8.921122515065094035e-153, 1.3461433109073879546e-145, 9.438290034948020341e-128, 5.9635284140118149745e-191, 3.6664112211145036518e-167, 2.9545607527558903593e-141, 2.6680217859470537075e-166, 1.0798068338277752697e-226, 1.341749627159318262e-208, 1.0221191431015383599e-151]",7.865241695790264e-129,12
ministre brice hortefeux sy employé multipliant visites terrain soirée vérifiant responsables policiers bonne mise plans sécurité,"[8.257587597053171123e-196, 5.014710804329071906e-208, 1.2582763840122817595e-201, 5.360260293208036378e-69, 1.3041760405905588576e-167, 2.6930612410425784882e-162, 5.562385251295353128e-166, 2.157285168951016356e-204, 2.6550353537605159695e-167, 7.581811795316443143e-147, 5.499816364281641528e-177, 2.4674502392785599721e-177, 1.4203318137732275222e-196, 5.0140885626007693538e-195, 7.29292906739495748e-187, 7.487819965522860568e-152]",3.350162683255023e-70,16
réveillon figure annales comme record forces lordre réquisitionnées largement déployées,"[1.6458193795872424761e-195, 4.7942264058136731737e-161, 1.3332282654010678493e-78, 1.12355976387688718106e-228, 8.52032557715695867e-108, 9.24336561007750614e-209, 2.6982649938258462085e-175, 5.344781572918933626e-174, 2.3600471516815728015e-133, 1.8453359547322920582e-211]",1.3332282654010678e-79,10
lensemble territoire selon ministère lintérieur a compté quatre cent cinq interpellations dont trois cent gardes vue flagrants délits tentatives dincendie véhicules poubelles jets projectiles incendiaires forces publiques,"[6.8872230170787797814e-164, 4.496765384730815104e-130, 6.333835953234379113e-206, 1.9870233689736469181e-208, 8.406579617079873913e-164, 2.7217912561720365257e-173, 8.7953391578725125854e-151, 2.587847509413907462e-205, 2.1673519320592629317e-215, 1.6550349659112239584e-170, 1.8572600139036612259e-189, 5.2767221468994378603e-194, 2.926619917666833193e-143, 1.4464292860608289858e-160, 4.2326088758393833696e-148, 1.2365984767888649761e-132, 8.3945778604822939616e-188, 2.654258935772179501e-223, 1.2992707342509602183e-120, 1.38283785642404012254e-179, 2.6843799611837608857e-131, 5.0675536557127332624e-155, 3.0491815024486723965e-181, 2.9116373097428194114e-192, 1.1053834605193124908e-190, 9.549912252440407362e-176, 1.8208227565296185157e-206]",4.812113832328582e-122,27
lattente bilan définitif ministère lintérieur devait paraître journée janvier évaluations locales indiquent nuit plutôt calme,"[1.2482946393690108169e-138, 5.8512240980900071336e-157, 6.6866811546203232277e-208, 8.4343569815051110153e-203, 3.5232699372031942425e-66, 3.506263849799501073e-215, 2.9529345978986241295e-169, 3.5725629772462590518e-171, 2.6131563516606299835e-149, 1.5447868186936288314e-113, 6.6353783650242731025e-154, 1.5193187854539304647e-136, 2.5438448491288717217e-197, 1.7440957390235842734e-145, 1.511578263682914232e-188]",2.3488466248021294e-67,15
comme weekend ordinaire estiment forces police cellule mise place bordeaux où vingtaine a lieu essentiellement incendie dégradation voitures,"[5.5112749812979535273e-168, 9.160052599333486381e-132, 1.653430354043250466e-193, 1.1079574675148867533e-192, 1.2416297288090746648e-148, 1.9687224174528429767e-183, 5.809129681483002717e-166, 9.122970283913237714e-125, 1.2022569191469496159e-140, 4.818249419109312447e-138, 8.6607414539489166413e-175, 4.838036282457927578e-95, 1.7524649139165718342e-126, 2.831489738835108847e-111, 5.0009302509296771094e-117, 8.843848076112749281e-117, 4.3298440459565847052e-180, 1.1127391186935551636e-172]",2.687797934698849e-96,18
lagglomération nantaise préfet jean daubigny estimait milieu nuit moins dune dizaine véhicules incendiés,"[2.8735137178946128512e-170, 1.0041375653714336238e-134, 1.61686108533629509e-134, 1.0, 2.74623346286787941e-169, 1.6748432075305284754e-162, 7.7648913222351188503e-138, 1.0585276213425384378e-161, 3.664011360819725527e-158, 3.127692629532148616e-115, 1.1280784304278851414e-86, 1.1853081449036604655e-181, 6.139633471029352028e-133]",0.07692307692307693,13
tendance baisse rapport lannée trentedeux véhicules brûlé contre quarantaine,"[3.9495381029936806083e-123, 5.155904852127663637e-173, 1.16097634131879731255e-213, 1.0359049976124948966e-133, 4.1168309811611779549e-53, 1.0093576421774494721e-163, 2.0222065995524606802e-114, 3.1220154868783100237e-166, 4.0083826866600380154e-91]",4.574256645734642e-54,9
deux escadrons gendarmes mobiles cependant postés renfort quadriller louest nord ville,"[6.026172342115810604e-174, 1.5111857879215059645e-180, 9.2128380939882173873e-156, 1.0457030616258710137e-124, 2.9061434062499810112e-88, 1.6576465624877441567e-99, 7.093993252947564413e-77, 1.1982201125465806209e-191, 4.7551995776668990127e-112, 1.2993106581214587554e-158, 2.6154182675758191282e-96]",6.449084775433296e-78,11
quartier nantais sensible malakoff leurs véhicules essuyé jets pierres bouteilles tirs pétards,"[1.269992469244009568e-187, 4.8689093249344507453e-127, 6.6943918405707658906e-171, 9.978161827636150488e-157, 8.262637210976992205e-204, 2.3864722919299978281e-151, 4.5464323654344172208e-185, 1.1670124753059539883e-78, 8.053888326390365177e-110, 5.64447427412413656e-164, 5.7949268870237393767e-183, 9.762325142736211672e-196]",9.72510396088295e-80,12
aucun affrontement na lieu,"[2.0828389745486546982e-60, 7.0479391952837123255e-140, 1.3428781290169680532e-185, 1.34854081943023408215e-142]",5.207097436371637e-61,4
métropole lilloise prévention semble avoir porté fruits,"[3.250764620934241222e-111, 2.7451597106842739174e-197, 3.1681372653492136673e-147, 2.3890484032047422948e-173, 8.235563480525799108e-149, 2.26150210769215096e-196, 1.504670469538942644e-141]",4.643949458477488e-112,7
six interpellations début nuit dont deux roubaix jeunes essence pied marqué soirée dont bilan savère meilleur quen,"[1.8997821055639129304e-116, 1.1915902983779828774e-108, 1.0869221562689067717e-142, 5.1675285496761175238e-191, 3.0533649867394747378e-233, 1.1310591952717362797e-172, 4.2089891728314653712e-206, 1.0102539913021424373e-152, 1.09157461445010250786e-104, 3.6849813033929574041e-200, 2.2127934008198604516e-139, 3.9523800921627105986e-147, 5.1395106634642927256e-190, 1.8168620494705101223e-166, 5.8536464569597046567e-90, 2.1354254105488364706e-113, 3.273299521212321656e-106]",3.443321445270421e-91,17
a lautre bout pays latmosphère peine plus tendue,"[4.252177810917915815e-173, 1.2146230227064069695e-194, 9.2819006446250837897e-125, 1.05489520488042726205e-148, 5.2495688571950055324e-157, 4.5192891698583461022e-167, 7.309803870831450699e-180, 1.3820596832506284487e-160]",1.1602375805781355e-125,8
vingt véhicules incendiés alpesmaritimes contre vingt lan dernier selon bilan direction départementale sécurité publique heures demie vendredi janvier,"[5.3945783024954426343e-136, 1.9255843037499532836e-134, 2.5266924591895768293e-163, 6.209456851605535205e-186, 9.580248533978329867e-177, 3.3946818763421528192e-175, 8.5749477541822873325e-136, 8.1993094361771371573e-103, 1.6689208395895339524e-199, 2.6654633900591080538e-208, 7.689505217208088879e-189, 1.6456526241982394313e-170, 1.6768181632473770253e-132, 2.3428740983470898525e-118, 5.3216387958648447244e-124, 1.9357835358560866258e-195, 6.900410502879442277e-144, 2.910876482832423919e-190]",4.5551719089872995e-104,18
là aussi incendies essentiellement lieu quartiers sensibles treize feux véhicules quartier lariane nice huit vallauris cité zaïne,"[7.3338090174844297474e-191, 3.8788063381764947166e-123, 1.5620944568886860085e-197, 2.4143867106115202406e-164, 1.1637086301395577751e-157, 1.6340616503977241992e-231, 2.8195052056287300447e-187, 4.6091756713034082495e-155, 9.3275838734684805923e-172, 1.8393729339846344011e-141, 1.3821635210062532819e-202, 1.966744439665362449e-171, 8.587570012049086561e-149, 8.0973239392383570397e-138, 1.45594258040405539644e-151, 2.6026894335222846924e-223, 3.6050296682648037723e-181]",2.2816507871626486e-124,17
a strasbourg ville traditionnellement phare matière voitures brûlées estimations indiquent décrue violences rapport lan dernier,"[2.620943728963238895e-171, 4.2733058171391398466e-163, 2.2298105635810846092e-156, 1.2066679507911176028e-177, 4.429992806472309998e-214, 4.252103094128528727e-99, 6.650505235278852005e-156, 2.1574014115447147665e-199, 5.6537311371635344393e-164, 4.919623456493088832e-211, 3.2786955706595685268e-205, 3.9035485164724894694e-155, 5.6865465915332660973e-181, 2.5964737546620441494e-195, 4.334649527874023716e-142]",2.834735396085686e-100,15
cette comptabilité dont lenjeu majeur rester audessous chiffres lan dernier na entaché réveillon flâneurs champselysées,"[1.15868788019778522226e-169, 1.4721525318594790652e-177, 4.823826031805135429e-121, 5.6697135069035526103e-171, 8.3891097053545128035e-182, 2.8646586630731586783e-196, 8.155290326675595415e-159, 2.7021635161051573314e-157, 7.4479789552502374796e-154, 2.0667937008013778018e-171, 2.469658991791737161e-170, 1.4643352758426332989e-90, 3.6890533497498616665e-173, 4.3563991521986716497e-181, 3.0445282836975830857e-195]",9.762235172284222e-92,15
pourriez prendre photo demandait tribu drômois posant devant lentrée restaurant fouquets tandis quun gang jupons collants fluo australienne américaine canadienne espérait feu dartifice quun couple brésiliens cherchait chemin tour eiffel,"[1.2121614607098477651e-168, 1.418455750924684101e-132, 1.187829209676448451e-175, 6.56542637678570614e-168, 2.927580912594358673e-222, 3.046787001154339468e-221, 2.6102745285300271538e-179, 3.4088216726648602266e-207, 6.0343414697163346035e-176, 4.6475501287192685172e-200, 1.4430753022599740185e-221, 9.7004621666121899085e-189, 4.565740053182126522e-192, 5.740835521397860058e-163, 8.5088600613707582914e-190, 5.6084523023206947594e-185, 3.8569180934018257366e-125, 3.6393464710029776106e-183, 4.0106039223405014634e-215, 1.733160417184760059e-180, 1.03486628448571016236e-171, 1.359577103663226368e-213, 5.5537556697444162206e-212, 7.3087356643934271646e-225, 1.2260194335734475927e-167, 7.5924549510208669416e-208, 4.495125022542456861e-198, 6.0917390856805932483e-171, 7.685192140981147169e-157, 3.0755470006732615737e-82]",1.025182333557754e-83,30
puis dun coup rumeur a suspendu gestes conversations,"[1.9105994734573445163e-223, 9.9352680301797686456e-145, 1.377379592548126325e-170, 8.598333598010723436e-197, 1.0600368196217246347e-180, 2.8350458835388404913e-173, 5.2052640382550051605e-189, 1.1079885374292270847e-210]",1.241908503772471e-145,8
cétait lheure,"[1.1940172652266917604e-158, 2.9481247405377841274e-215]",5.970086326133459e-159,2
cabas russe gigantesque parka jaune a tiré champagne gobelets,"[2.0503780023375331733e-218, 2.4836382654820513726e-181, 2.4371265381051566923e-179, 8.239922319787773456e-181, 1.2124078899067792501e-136, 3.6489656920814858423e-216, 2.1255645123107789495e-208, 3.0972205819816231498e-202, 4.4015217824923552967e-234]",1.3471198776741993e-137,9
explosion rires lueur fusées rouges vertes griffant joyeusement nuit glaciale bouchons sauté saluant lan,"[1.29307953469478361345e-166, 2.249757174350706641e-119, 3.8159424196601318098e-200, 7.94168147659078983e-202, 1.4335505369324395008e-156, 1.2379153566966519796e-174, 1.6358945780438404006e-232, 2.7941923342984089873e-213, 4.810858487016032234e-180, 1.383479604870692251e-169, 3.975674813978311013e-186, 6.3246075757025488336e-197, 6.378933301253430343e-160, 2.1647181078874795468e-147]",1.6069694102505046e-120,14
catherine simon patricia jolly paul barelli nice claudia courtois bordeaux geoffroy deffrennes lille emmanuel vautier nantes,"[1.6987077656578628236e-156, 2.2274763708768303709e-212, 2.0852494157741124418e-161, 4.778861401721445111e-181, 3.030199561208033564e-200, 6.5370643127698376694e-198, 4.3540195775424458697e-130, 3.1932955766357997467e-171, 2.445870807016472561e-153, 1.0856316088532396905e-152, 7.7324084381911900385e-107, 1.2108656728467542971e-170, 3.3282788099708883731e-254, 7.4339875867139478867e-172, 4.7690000720732762548e-94, 8.8474046998576408426e-210]",2.980625045046281e-95,16
