clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
n a peutêtre initié autant chocs brutaux frontaux guerre d un dimanche soir stade france,"[7.173239543764197925e-659, 8.8176565300289752424e-597, 1.1409972285499901551e-566, 4.67196941354397277e-614, 1.05466574477948966955e-493, 1.7788308023180372264e-487, 3.161960083781817153e-572, 2.2960631792980249482e-600, 3.648510122190428422e-645, 6.9815382013278552427e-560, 2.0925570131841576399e-502, 4.3895937878192080733e-422, 4.1915130408587142683e-649, 3.8718045262169903185e-598, 3.2737512706037791985e-582]",0.0,15
finale vécue direct pourtant bien match rugby,"[1.6869695623931034868e-479, 2.103089755177044623e-498, 1.15600377360686618225e-667, 1.2194953815262276859e-663, 2.573424737079030041e-640, 5.3146416740696533516e-482, 3.801217286696337259e-695]",0.0,7
c est officiel,"[1.5890327395080908214e-637, 7.985016882385972517e-605, 3.0473659306583126023e-678]",0.0,3
temps bien lointain d ailleurs où raids sébastien chabal faisaient frissonner feuler plaisir tribunes entières,"[1.4235907530169638912e-564, 8.0665929735803323174e-581, 2.3207999806220313088e-588, 9.9430228097834835646e-477, 4.305820756081875407e-630, 1.08127473825046837e-615, 2.785076692205927199e-475, 3.2737021000500011772e-568, 1.0042042409444661882e-563, 6.912023931119432916e-677, 6.078840350495802163e-575, 1.2778043958505942069e-568, 3.7519774960481532418e-372, 2.1780747499443779466e-495, 2.2801699586130924329e-538]",0.0,15
charges comptaient doigts main pimentaient quelque sorte spectacle,"[1.5853871519058732802e-481, 4.40119608420583861e-457, 2.5912599135081388504e-488, 6.586407773449913717e-332, 7.34739692917309255e-493, 1.6328836314571303926e-421, 2.5037990799788826642e-487, 4.1162061306913561617e-468]",0.0,8
aujourd hui elles déclencheraient mieux intérêt poli,"[1.1025671573393261393e-506, 1.1059014299151605667e-440, 8.15694887556410552e-388, 2.7500293966814084555e-498, 8.9702711056971640776e-266, 1.5943131583465614105e-543, 1.5965696297745665178e-449]",1.2814673008138806e-266,7
elles fait carrément ringardisées nouveau standard violence carambolages répétition très haute intensité caractérise cette fin saison pelouses top contamine gazon coupes d europe naguère propice l expression d un rugby plus respirable plus délié,"[2.7230207653114494475e-546, 4.5820030665571585807e-423, 1.9083842956676720136e-567, 2.5999324584245072235e-605, 4.4557259858478873306e-552, 9.838567636407275864e-484, 4.8905435078447664135e-470, 1.071019900864892701e-598, 3.1815895313879167324e-531, 1.925803778628438325e-463, 8.782166674887440672e-494, 1.2323180703176333667e-612, 1.0213809104590156387e-534, 6.9598360092268662143e-516, 5.8206737801173871375e-590, 7.105990755236638926e-396, 4.581146626624067522e-435, 6.243209798596445808e-601, 2.3175780107434630939e-537, 1.9320437365026818856e-576, 1.4311726523764801919e-423, 7.2040988845989906834e-493, 6.7262334519242825724e-600, 1.4361894114354180246e-597, 3.3509555050802856938e-457, 8.231811019721918246e-588, 2.9656274454528653899e-529, 3.0203747241509878869e-574, 2.482132435810274772e-544, 1.4145333789694044828e-569, 4.5637548741909625758e-574, 9.735416600392217171e-508, 7.5067456875496134724e-298, 1.8608689274618142923e-451]",2.207866378691063e-299,34
oui ça « tape » dur comme dit maintenant télé,"[1.0153525166714583805e-626, 2.6731802292377102216e-564, 2.1268020213953466034e-528, 1.1491041195671845296e-571, 9.221237580546907313e-507, 1.3077053809686312543e-550, 2.4163519201558773078e-520, 3.0263020207488652261e-465, 7.3598815636806358866e-479, 1.1505854284177866199e-391]",0.0,10
sans répit,"[8.163800470334888717e-554, 6.306185873897345291e-426]",0.0,2
pendant quatrevingt minutes,"[3.445988660335653408e-408, 1.6817120209663027665e-509, 2.6462546799801051924e-371]",0.0,3
dernière journée top lors matches barrages demifinales finale,"[4.4939368081062710133e-342, 2.283204359930968656e-458, 6.4272072429034841757e-447, 6.2382394086837545978e-546, 4.82784206238490269e-566, 1.4406803305459517416e-488, 6.90672342066677678e-529, 8.389241222005332872e-425]",0.0,8
plus matches isolés,"[1.0417471662472370273e-486, 1.4719100091660354449e-444, 1.8376381935063911654e-438]",0.0,3
déchaînement physique a tendance répandre comme norme,"[1.6184025879751171059e-394, 9.449648632917508153e-507, 1.9506063638249996203e-489, 2.982687802678953017e-479, 4.8734465008524934798e-539, 7.942342150919455032e-503, 2.59055523678357063e-497]",0.0,7
arbitre aussi vigilant romain poite trouve rien redire charges avantbras avant presqu à hauteur cou l adversaire déblayages limites placages assez sauvages deux voire trois,"[4.7390501765551619213e-452, 2.4191112727126599589e-347, 3.186974861788949539e-462, 6.2226993385903985464e-504, 1.1280367438862559102e-384, 1.7271388980063554438e-350, 2.5513106284902786336e-395, 2.310109252382560224e-510, 2.8872709858174954305e-403, 2.9116027541692140857e-418, 2.684503924778400465e-445, 1.182622857293668803e-422, 2.4583531889681428504e-569, 2.4138314533932020759e-674, 2.1659639575853471679e-454, 1.1610672006714113255e-534, 4.1470845418276252302e-437, 9.165606653022898867e-508, 5.8650127407404122372e-437, 9.098422816631490008e-489, 3.636369559766408337e-352, 2.1804953362990018248e-567, 2.8082789935791217486e-394, 2.736074618547803403e-480, 3.9860148212307227255e-612]",0.0,25
coup club comme clermont doit mettre pelouse bonne cinquantaine joueurs saison tenir rang,"[6.808401884424120607e-391, 1.06148832476089473285e-457, 2.9940396824822700191e-456, 1.1768026404768662962e-352, 2.7206598546807439305e-439, 1.1218219154880005662e-327, 1.07699794079348283525e-440, 2.2534895542939532733e-463, 1.2189697383262545128e-460, 8.136055691616340785e-422, 2.3877927461782933938e-512, 7.325492597230010357e-481, 1.52156054023438816275e-369]",0.0,13
deuxième ligne lou thibault privat ancien clermont spécialement chochotte n a l air fâché prendre retraite ans,"[1.3491847811478535379e-406, 1.453882411212841654e-458, 1.4613649879595663322e-390, 1.5622128211325035693e-517, 1.1281272110601849877e-344, 1.7992145702041470295e-401, 4.36052872183174462e-493, 1.8364699585470528118e-492, 1.465229550402138791e-511, 1.9381990501582188002e-543, 3.624609706656624461e-583, 1.276544878669284143e-397, 7.7773962869653172224e-426, 2.9419714045582040135e-604, 1.1876534764441785128e-440, 2.9331536936591285873e-532, 1.1301687859179565623e-472]",0.0,17
« aujourd hui fait quatre matches rapport rugby d avant » reconnaît rugbyrama vrai dur mal combat,"[4.2880509258931158374e-512, 6.725165142816869805e-501, 4.1272500479924157505e-453, 6.277292296519913686e-514, 8.0125772359776951747e-317, 6.706418076720532808e-500, 4.844554785121607941e-483, 1.3748485007065803517e-500, 2.2414513071954185987e-502, 7.624712711679348191e-477, 1.3673747655153452595e-437, 3.2000274774888802052e-540, 1.2121657050424953097e-535, 6.5872648145130209306e-457, 4.0733723480015078193e-431, 3.906633390076873014e-505, 2.9328423359672496485e-505]",4.713283e-318,17
fanfare top marche drôle cette saison,"[5.950671797764617492e-470, 3.0953795658966288594e-315, 7.754297508839385929e-324, 1.472917539087422473e-563, 2.7207197723907882555e-448, 2.7812244426915121997e-431]",5.15896594e-316,6
md,[3.839659551924753715e-466],0.0,1
