clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
naïve croyance,"[3.255821633367604237e-170, 5.758022375183038352e-155]",2.8790111875915206e-155,2
comme si pack nouvellezélande dont vieux guerriers vu tellement d autres allait être déstabilisé durablement incident jeu cette nature,"[7.276849146211409008e-212, 1.8749606962134530906e-98, 4.214864123116001485e-267, 4.0991096611241889815e-189, 7.232080226473234977e-144, 4.7643302447985944965e-182, 2.9901596060277764888e-167, 2.6170933561223487408e-160, 1.02497032425221427344e-227, 1.5955243524561012779e-48, 1.527006382346189815e-133, 1.8195138525406537161e-138, 3.8317728793814451863e-239, 2.8823176883318585134e-192, 8.5127932267538160205e-285, 3.0542802849583617254e-242, 9.0143832663159570697e-207, 2.1021462969077138012e-283, 8.83546018217626655e-244]",8.397496591874217e-50,19
coup mêlée bleue a essuyé pluie pénalités perdu momentanément pilier droit slimani carton jaune s est effilochée fil jeu français aussi diaphanes rucks qu en défense première mitemps,"[2.6231161190975515556e-178, 3.4344135546607169718e-271, 3.540363988120734778e-280, 2.2530887868998236928e-276, 3.1931977721407308987e-238, 8.0875996441298588265e-101, 3.989325552212289081e-209, 4.846921959776786832e-193, 2.9188787739613753958e-80, 1.8907585200275364225e-191, 2.6424582076264936653e-222, 8.05539125184689181e-243, 6.190690840078183047e-159, 1.8623009920157941552e-121, 1.44508867825557236e-265, 7.4090975712693556864e-186, 7.970488304732865383e-120, 6.0647555003407971927e-146, 3.614970687559542434e-116, 4.647119700453987094e-120, 3.4554415997163193864e-190, 6.2566417299591932504e-141, 1.1003954497150784995e-193, 2.957152264114325189e-144, 9.901308689426991213e-216, 8.736599646567221337e-202, 5.3097490093389556685e-165, 4.73606108474953517e-227]",1.0424567049862055e-81,28
quant pénalités non tentées mystère,"[1.2433499359948688758e-156, 2.997816514264452683e-207, 3.394355963755332504e-153, 3.5982934575261491453e-109, 5.945552928699125389e-253]",7.196586915052298e-110,5
face blacks mieux vaut pourtant prendre peu points s offrent,"[8.518116641827903173e-210, 5.225907520250842223e-200, 3.0898397342012833804e-163, 5.584545744969236657e-196, 1.4359567355545754639e-199, 3.4718487540195280323e-240, 2.6755692039089079802e-232, 9.524204566975750212e-126, 2.4339625193055302785e-169, 5.3127492262541995066e-258]",9.52420456697575e-127,10
toutes erreurs collectives gestion match situations posent questions individuelles,"[4.7111180960765441848e-64, 2.2844307780900321137e-260, 3.290773733879219555e-213, 3.7478779314424611106e-117, 2.0239090279272044817e-144, 1.8920140360058172326e-264, 2.1639424648393353019e-267, 6.285667409271655465e-191, 3.8705246840465390547e-184]",5.234575662307271e-65,9
où ceux qu on appelle « cadres » très respecté guirado auteur d une magistrale boulette défense premier essais surpuissant picamoles emportait tout passage autrefois dont attendrait qu il roc phare toute l équipe quand ça va si bastareaud tonitruant centre toulonnais soigneusement ligoté paradoxe soirée petits nouveaux vraiment donné,"[1.2783281904177201891e-207, 9.642896784260851088e-198, 2.8274545495346173746e-215, 2.1352184821462067503e-145, 2.0132538481295436677e-214, 9.926807599319261683e-245, 2.0798981525455586067e-199, 1.8837987906002205445e-164, 2.9708350321223704312e-301, 1.4571835365365518997e-245, 2.0680317276633372302e-223, 3.961868260226871538e-143, 1.6501706596204219774e-356, 7.4974265550920589304e-242, 1.4830174896336949063e-267, 2.1400383135710474495e-171, 3.002609356484194738e-286, 3.383751566884556177e-213, 1.2537246231546928414e-221, 6.452256431717311248e-250, 4.963321888897847884e-227, 1.5283065531345720545e-273, 1.17730232203376937475e-241, 2.0379141318306129117e-264, 2.6518613572625775327e-208, 2.9793182362620455845e-274, 1.1221058874763366275e-244, 1.751610581766586964e-106, 7.779022020708324227e-195, 6.1122583287627264003e-96, 7.5387440410121187373e-131, 3.064128333973392372e-215, 2.0078780566835411018e-144, 6.876964111506982911e-135, 4.1800317265860541787e-254, 9.7319362391122895607e-91, 1.3165833611498953766e-193, 4.4120632263074904925e-111, 3.814966598198312819e-164, 2.7523170292046954534e-97, 1.8163497869887642735e-161, 2.7721921478980506115e-143, 2.406583392443511982e-164, 1.3778655456013020214e-162, 7.7597149962661941938e-146, 1.7203329252194302886e-232, 5.273734158949848492e-208, 2.0433985930424009636e-136, 9.67991313017281925e-248, 8.8630574342917535795e-165]",1.9464000228025218e-92,50
antoine dupont a semé belles paniques chez blacks,"[7.065699074773598797e-147, 3.1947970893264816577e-189, 2.3394159440274178703e-154, 7.598887728723474073e-210, 2.6594969190437521174e-233, 2.0529493767432982859e-115, 7.0290880729105490394e-170, 1.8560299534659747525e-238]",2.566186720929123e-116,8
chevauchée poney sauvage poussée jusque adverses vrai trait lumière s éteignit faute d un relais efficace,"[1.3842000621917929615e-204, 2.5017590473680504837e-252, 2.3798288080147608037e-205, 3.245165688261459332e-116, 3.5987100032587721558e-135, 9.7342574730409665325e-285, 0.99778738377025030885, 1.0284301120787323156e-141, 2.3281899319673572128e-170, 1.3016100963090940106e-170, 2.1894040722776802905e-212, 1.4816315286656321797e-104, 9.807758780962855096e-249, 3.0065220181450402864e-219, 1.83636320447530492e-149, 8.207534145146036727e-256]",0.062361711485640646,16
espérer battre maîtres tuer match néozélandais rugby français seulement quinze doit comme chante bernard lavilliers « travailler encore travailler encore »,"[7.0127239864719032685e-205, 2.5907227106216500762e-240, 1.0551452286613173485e-198, 5.166967116486102289e-310, 1.0137306656769111497e-183, 2.1897360703839719482e-229, 9.832427111620385476e-240, 1.193228732001993704e-219, 9.909245643167063283e-193, 2.4915824911316094297e-276, 9.552600870607075178e-259, 7.7844477881256800156e-255, 1.2406210421786280101e-292, 8.130386563383049658e-120, 6.580197374284595685e-239, 2.5117142486500249819e-176, 1.1068747979726827944e-141, 2.9408874779410007917e-252, 7.22903331569020888e-276, 1.8017553566955418412e-284, 6.3380227150629920603e-206]",3.8716126492300236e-121,21
bleus fort mauvais gestionnaires,"[9.371644078584280575e-269, 3.8797324655491664236e-95, 1.7265068707056686537e-179, 2.504150214788438696e-131]",9.699331163872916e-96,4
gaspillent rares occasions marquer manquent lucidité conclure font rouler farine etc,"[6.857692219144260182e-231, 7.0396661687944132154e-222, 2.5221191721288902018e-72, 1.6024319237717113116e-143, 1.6911224473454603288e-267, 3.9819118610671081724e-236, 7.613023961344520498e-314, 1.5218731787593389933e-188, 6.3833945864189551008e-59, 1.2333862940790956639e-213, 6.038811269630209228e-302]",5.803085987653825e-60,11
air connu,"[4.143942509763621423e-108, 2.249185575952928296e-283]",2.0719712548818107e-108,2
reconstruction nouvelle génération marche,"[1.0465371115229182806e-289, 1.6578032492630195464e-279, 2.826823501842329376e-307, 4.4230682893681910256e-157]",1.1057670723420477e-157,4
cette série grosses défaites montre combien très épais top tire joueurs vers l excellence internationale fabrique tellement blessés mauvais « revanche » demain mardi novembre drôle calendrier,"[6.8475361668437782326e-223, 1.5213655451993853122e-246, 9.7987097424077343024e-235, 1.2768255052580012454e-203, 7.3163338465544003525e-225, 4.74143909195905489e-228, 1.0520556221016078103e-246, 7.482184101599244709e-289, 1.05792152567980465084e-240, 0.0022121719156875528346, 1.7718760842035234891e-324, 4.0123157599971601337e-143, 6.0168512392274934837e-254, 3.3184799700113722026e-316, 4.5956781414336316698e-282, 1.1977838767918692817e-219, 1.1643508276579838693e-282, 6.89188364045405336e-145, 5.4209386139716843815e-346, 9.762497588482708417e-257, 2.6601018361319006754e-243, 4.607709092552518972e-257, 4.6424738521068392658e-321, 3.4813322620421645613e-316, 1.1018602982811621284e-317, 3.1729611083385835562e-341, 7.1701361604671975567e-276]",8.193229317361307e-05,27
md,[7.76653244522789298e-270],7.766532445227892e-270,1
