clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
fidèles principe outre coût bien plus élevé générosité entreprises taxe suédoise différence tarifaire fonction critères sociaux géographiques,"[1.3620811154331279643e-133, 6.534810204513201983e-180, 1.5940249465337265355e-249, 1.2882333979115140657e-204, 1.968815178781536895e-183, 6.1043307168265544406e-147, 2.3092296300950999802e-163, 1.5155824544486858164e-234, 4.7408239773053438308e-213, 2.0976703006420169716e-152, 6.920814176962249747e-95, 1.11982238699231311686e-259, 4.9951949108565927284e-163, 4.1923197254529400426e-163, 4.982590908866710508e-182, 1.0278151900191722745e-227, 5.092849325525144525e-103]",4.071067192876907e-96,17
a cet égard suédois fidèles principe général très peu favorable dérogations fiscales,"[1.7774370928060771896e-147, 3.1589342149052503819e-220, 3.0305590086402211998e-288, 3.3272853042290514457e-180, 3.3183784235471992466e-235, 4.2231367681489584875e-233, 1.7527123090024748584e-149, 6.767058921896773381e-253, 3.7894943740035306146e-52, 1.6733424661598545543e-112, 1.6135098887582043136e-229, 3.9012544564929087697e-211]",3.1579119783362753e-53,12
hausses successives taxes carburants diminué rejets co liés trafic millions tonnes co an entre essentiellement voitures individuelles,"[7.504316061722976602e-74, 2.582925979454823183e-185, 6.549250912182334209e-184, 1.9300363860817012856e-98, 1.3930416089900529707e-232, 1.6548438107252045115e-111, 2.8655895823149421278e-145, 1.4568869097426019074e-223, 2.482315165573661207e-223, 2.6026427403938575897e-116, 9.917844285473881795e-252, 9.472621850444350187e-204, 1.4383995178257917878e-248, 8.3543946759324378386e-235, 4.2907239680863606537e-161, 4.5979713554903951795e-159, 2.4275944792537815485e-151]",4.414303565719398e-75,17
taxe carbone a provoqué quasidisparition chauffages urbains fioul,"[3.270145439743311849e-269, 1.153803382568296488e-182, 5.9298333404113807104e-279, 4.2352444224526842238e-229, 3.4135509825771668343e-141, 7.6564310750022418346e-117, 7.369365270487361508e-210, 4.8704034830795941454e-188]",9.570538843752802e-118,8
gouvernement suédois met avant suède compte parmi pays lue plus faibles rejets co tonnes habitant an contre tonnes moyenne lue,"[6.792299897177552366e-110, 1.1977253582594681522e-283, 1.7135652881833027713e-133, 8.111302652584895861e-277, 5.9977423710710433307e-146, 2.4309668029208697365e-292, 6.771801993329355286e-30, 9.30508343790334975e-221, 1.9489656703491474052e-268, 1.0666140712888593856e-249, 3.89453628496942933e-67, 2.2734013611114959268e-180, 2.5410005444996712347e-133, 1.16631589032208179535e-91, 2.6326055711544002815e-205, 9.88794522075827508e-109, 1.5906398035908489777e-84, 9.08784931809046189e-171, 5.173327715870834963e-266, 4.8109213671188548715e-122]",3.3859009966646777e-31,20
durant présidence sest achevée décembre suède tenté plaider faveur dune taxe carbone léchelle européenne,"[3.8110411366969055817e-217, 1.7532095654195115316e-279, 3.1624448825640325518e-263, 1.8643572951030419852e-57, 2.5144680969291801751e-194, 1.4655954373472892705e-124, 1.4234963561205737781e-108, 4.8542900658559647973e-174, 7.7162016499142231884e-126, 9.2411323403953018704e-85, 6.1694999548739750058e-108, 4.2504208137246132956e-125, 7.590965884112886464e-156, 4.920099498970445198e-146]",1.3316837822164585e-58,14
cétait stockholm façon parmi dautres tenter darriver sommet copenhague proposition forte crédible,"[9.5881876696334280915e-115, 1.41273174467349665875e-12, 1.1593200679532587963e-187, 2.0590077786469059863e-116, 1.9457958919758309355e-90, 1.445164691731619406e-208, 8.22379017775599829e-247, 3.5065548402980094724e-74, 5.9609010356777234366e-240, 4.007385798162403298e-105, 1.3962166467406567201e-223, 6.4377010132086494874e-251]",1.1772764538945806e-13,12
suédois pris soin préciser quil sagirait dune taxe harmonisée chaque pays principe tva resterait maître,"[5.2672634612928413192e-143, 3.6340603291563860095e-171, 5.5276893849485475717e-278, 9.474902564483148781e-178, 3.846039513805840254e-18, 5.741381306646009247e-116, 6.1241895023835736758e-146, 5.1842962337112839814e-88, 1.0547844684037249009e-09, 3.9020642594083889987e-126, 6.3033396805242596903e-78, 2.9207532362025319991e-108, 2.3432395311402714508e-141, 3.779218404333816603e-232, 7.7802968320335783655e-43]",7.031896481665096e-11,15
proposition restée lettre morte linstant,"[1.0574927725323497444e-116, 5.427082546637412139e-116, 6.1541394856948750206e-50, 5.1664928179721921236e-153, 1.03486234469272430254e-215]",1.230827897138975e-50,5
olivier truc stockholm correspondance olivier truc,"[2.7821115933197648064e-92, 2.9430159072177989643e-108, 1.1734506422582157846e-206, 6.172690304538552907e-48, 1.2933707274929255178e-78, 3.2027540271858606147e-186]",1.0287817174230921e-48,6
