clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
« n a modifié depuis alors zones vie d emploi fortement évolué » assure,"[6.2408163818764071203e-457, 1.3983761750319597493e-504, 3.2138035633519181666e-311, 1.0537540709103629337e-526, 1.275013985343598784e-424, 1.0721164374697626378e-481, 3.7645576581683800557e-439, 5.3317518884079998948e-477, 4.1252229062815017731e-486, 3.0321591703390168059e-407, 1.2792435636644463005e-318, 1.12194098157540142944e-510, 2.687923960808784634e-512, 9.4737751628619846506e-560]",2.2955740652e-312,14
beaudet,[4.3863106579371936218e-582],0.0,1
couloirs réservés,"[3.0382544008224296522e-582, 1.1651057076151740589e-524]",0.0,2
réseau bus efficace doit être fiable,"[1.4321134208650499788e-475, 1.0417871374224171761e-504, 4.6351522545324578364e-545, 4.6771390384812583887e-400, 8.1608580337185270886e-647, 5.411104857839377781e-513]",0.0,6
si trajet théorique entre deux points minutes trajet réel oscille entre minutes bus considéré comme alternative crédible n attirera qu un public captif,"[4.0166047031091629916e-495, 2.0394740668708917949e-397, 1.3521211430591554654e-534, 2.1341722335353830663e-226, 6.758546750804758518e-461, 1.5867653063533221862e-382, 3.7419003459012319861e-513, 2.9811749640274383752e-398, 1.9100734210492578385e-493, 3.4892522732173017524e-342, 6.802777204075793628e-594, 1.4224945506209660126e-468, 1.8262969466809394383e-563, 5.2868458279074176364e-395, 2.8497031515841493387e-674, 3.8109729342296386436e-574, 5.6505100382229192836e-581, 2.3495991287893454754e-484, 7.8204892031074348114e-630, 8.9439434908560561387e-483, 5.2321074877552075295e-574, 1.5868032328148844866e-454, 3.3162209604646755825e-588]",9.279009711023405e-228,23
respect horaires doit beaucoup couloirs bus séparés reste circulation non seulement long axes aussi carrefours,"[1.5741446599601599933e-546, 1.7512511750286800942e-558, 1.78905365386210463e-425, 6.922487825790644826e-645, 1.9840072075391905058e-564, 1.4044633737137502882e-558, 8.641447146937635466e-466, 1.197175719499564425e-609, 7.18536743533202051e-597, 1.850322860900676754e-520, 3.8007788691662997443e-366, 1.832277112883830852e-526, 1.9917705817473441117e-324, 4.1551762180875128158e-623, 5.9482382900873254774e-467]",0.0,15
or c est loin d être cas partout iledefrance,"[6.1549224728555876497e-615, 3.2235060798699169861e-288, 1.2291708935440177587e-491, 5.2825031174139536074e-471, 4.046171742195888322e-546, 4.129674674999994697e-472, 3.696841838040751727e-634, 3.6557675137339761912e-472, 6.972019776532525351e-599]",3.5816734220776857e-289,9
certaines municipalités refusent donner priorité bus lorsqu ils traversent territoire commune,"[4.016221105788877375e-532, 8.831019946846396688e-467, 5.051920638096529481e-112, 4.8077889304677662183e-609, 3.6147446366275014757e-536, 2.3280021509537131495e-606, 3.243004041742872671e-429, 4.8422162853367968995e-560, 5.826228144106086153e-539, 1.6085764177424978412e-480, 1.3964551669493591562e-529]",4.5926551255422995e-113,11
a clamart hautsdeseine maire lr a réduit récemment largeur d un couloir réservé,"[1.2135528842315669678e-544, 1.4977699370070336912e-439, 9.789249695832233527e-615, 8.355692813549162265e-463, 8.9820290235132486396e-627, 2.5647487698248872009e-493, 2.1385968083315937163e-539, 3.4127341281730582495e-422, 2.6602287177130289434e-653, 3.9960460141869066255e-363, 4.1997194617219348906e-579, 2.6875694141855847736e-433, 4.7757533927965406257e-596]",0.0,13
[''],[],0.0,0
beaudet admet certaines lignes doivent disposer couloirs,"[3.1712197786465622134e-494, 3.856779827640900441e-494, 9.750145508183623129e-370, 4.6178022992898686804e-608, 1.1296939712027775568e-415, 8.4042168294833203525e-634, 8.535035133924793417e-318]",1.21929e-318,7
partout,[3.985982512281143036e-574],0.0,1
« zone périurbaine n est nécessaire » ditil,"[1.3078562747565976274e-436, 2.9333938847315711716e-630, 1.762016465410153822e-388, 1.2039065806951211713e-634, 3.6633772027334369612e-652, 1.5764751740293601218e-389, 3.2461323679568432475e-281, 5.5226540375579909334e-645]",4.057665459946054e-282,8
coût coût s élèvera millions d euros,"[2.5694459186119467927e-599, 3.6953549412954639313e-573, 9.251611081708638284e-269, 7.8678414455797238765e-562, 3.405213845052391427e-586, 8.686725385702204493e-558, 1.7454665962402645103e-606]",1.3216587259583768e-269,7
caméras,[7.270430721377885899e-569],0.0,1
mme pécresse préfère mot « vidéoprotection »,"[8.1285509599175538946e-515, 2.1290395949288585596e-581, 2.340769595013265542e-489, 8.15636249581335724e-607, 1.4756220289813010602e-528, 7.752163411209711316e-532, 6.5762643689118494234e-238]",9.394663384159785e-239,7
elles s imposeront bus gares routières d ici fin,"[3.9960133323683368203e-650, 5.605486903456043716e-448, 5.4192876605002973244e-400, 6.152653668370632571e-368, 1.4365620898539045969e-416, 5.214986791379331007e-493, 1.3615169060774958166e-586, 1.1561808436209704648e-454, 2.5300959900747960977e-555]",0.0,9
nouvelles rames toutes équipées,"[4.4608088474544553127e-537, 9.614319988111050122e-579, 2.3338044253086201292e-531, 2.2231892497888383317e-430]",0.0,4
l implantation caméras n est contestée associations d usagers,"[4.687436293650781859e-500, 5.306914307244624137e-566, 4.6263942305984496197e-461, 1.7383365681699037743e-670, 6.348409527676733185e-604, 9.6219230000882196186e-560, 9.641203881473016271e-591, 2.408611449292621202e-610, 3.4204593080082809039e-544]",0.0,9
« ça rassure éventuellement ça peut aider rechercher quelqu un » indique,"[1.665561986572011089e-533, 5.4743764138948220004e-437, 2.76021608861411819e-483, 3.923232531471157979e-522, 5.643564276898248126e-511, 5.4597853366204881983e-456, 1.3562363397638302653e-435, 4.162641437144375042e-499, 4.4537966491506917382e-566, 4.972649631993591217e-330, 7.676512120278182256e-590, 2.1800472315591764558e-486]",0.0,12
fabre l aut,"[1.2589816658635771795e-510, 1.8395567390927796616e-424, 3.1570958802014143992e-558]",0.0,3
coût coût quelques dizaines millions d euros,"[1.3488958730376434723e-402, 1.4217005353836675726e-582, 1.7471342293543081984e-402, 1.4283306777231992774e-478, 3.4121222042930415576e-505, 4.709217888202785327e-655, 1.0527818151162230345e-397]",0.0,7
suffisant tout cela fait beaucoup,"[3.1381558085091895042e-616, 3.316886601085032366e-664, 3.158222021937003435e-602, 2.836335677713041147e-557, 1.2991788321105856855e-577]",0.0,5
environ millions franciliens titulaires passe certains l achètent semaine l année d autres s en dispensent mois d été,"[2.4693999232056864715e-692, 3.9422682144396916375e-539, 3.024439725901660806e-554, 6.8292274435298451634e-542, 1.3447706241128968063e-591, 2.6959405504889526099e-507, 4.152563058706112946e-469, 1.7943575650295121152e-619, 5.846817461016755104e-422, 2.860565863515574788e-535, 4.0699684803913697595e-429, 4.1866982999529130797e-491, 1.0247257846313909553e-464, 1.2719361723000080741e-492, 8.896285773614420907e-497, 1.1680777041675213604e-552, 5.1889006207886339736e-502, 3.7647570635075230913e-572, 2.7007381657082762115e-433]",0.0,19
l augmentation euros conjuguée celle divers tickets rapportera millions d euros an selon région,"[4.6874360666455892707e-488, 2.8334878137263131485e-430, 8.569961016083775947e-536, 7.560219900335140956e-476, 2.4694252043643745282e-582, 8.468589362323836234e-462, 1.0709742744663393824e-464, 2.758409150675849556e-389, 3.6574351931550018148e-564, 3.704112003401567525e-525, 2.732330432036682934e-523, 2.1831155103706274766e-506, 7.07427914702800974e-572, 1.0250715407382861193e-597]",0.0,14
somme bien inférieure besoins annuels nécessités trois volets,"[3.0630812920760414794e-591, 1.4404701339815644732e-498, 5.9369399918635217273e-537, 1.5657733937203146829e-583, 3.7623044496275122884e-575, 5.3454714408600644386e-425, 7.6392815561576127e-561, 2.4910040383393752355e-500]",0.0,8
mme pécresse n exclut d augmenter nouveau prix passe années suivantes,"[2.0656987458599615481e-508, 3.190590609708804233e-469, 1.2330129683214442882e-549, 3.0107840542251701316e-482, 1.9332355222840862497e-480, 1.4220685870197797535e-493, 7.844444550716616189e-524, 8.424909644765260353e-539, 6.0104536122218059847e-463, 1.592162994258401255e-438, 1.3016965689426775459e-389]",0.0,11
« détenteurs paient tarif plein parce moitié contribution remboursée l employeur car bénéficient d un tarif particulier imagine r améthyste » souligne présidente région,"[3.4071708632191042738e-372, 1.0307744409765173521e-538, 1.0815935459555746908e-435, 8.0639696622037540573e-554, 2.6304342711081008598e-592, 5.240516814532357551e-500, 1.869458824391032971e-432, 5.6238655211331000185e-511, 3.124591249152929806e-508, 3.6477432130419013942e-495, 2.2295060741957676833e-359, 5.9277271315609490356e-476, 5.785655509252466155e-456, 1.7502089081495865175e-353, 4.2085294271159893721e-358, 2.0106527126606979008e-473, 1.5838052065783697884e-372, 3.050992702151755548e-438, 1.2659178280447799596e-311, 1.842625739248379353e-459, 3.1408676118043586542e-257, 1.0839729477448438334e-470, 1.14279408172777036984e-240, 7.23051759941268268e-558]",4.761642007199044e-242,24
outre rappelletelle forfait mensuel grandes villes d europe coûte entre euros turin euros londres passant euros barcelone euros lyon,"[1.5539878425152578742e-270, 1.6548117857430453072e-401, 4.570196167469847472e-277, 4.5520924061820153836e-551, 2.0116692143579184894e-426, 1.4791919053760977205e-418, 3.1515313020794897104e-338, 1.0945138621376689022e-481, 2.711045649156644752e-554, 2.6191811148979507037e-538, 6.1146931217391961873e-298, 5.228346837879584931e-497, 4.4866626290512476507e-488, 9.864862622869236799e-612, 3.706076827735739365e-456, 5.59492307058499151e-555, 2.2326959916438267823e-572, 2.5860585370117207757e-546, 1.19592174780082007445e-427]",8.178885787025655e-272,19
laisse paris région quelques marges olivier razemon twitter facebook,"[7.8353098892572330736e-525, 1.0701108328674972404e-590, 6.453372593166736966e-474, 2.4002829511739660198e-481, 1.2462914949063449856e-518, 1.31587715823174413854e-350, 2.8131793899508746692e-420, 3.5111234994557258405e-377, 2.27179553062218046e-513]",0.0,9
déplacements iledefrance n est affaire simple transport parcours combattant mars effets inattendus « dézonage » passe navigo août rer a trois heures rentrer chez récit juin détails expliquent retards rer b février rer a solution laquelle ratp n a pensé octobre petit budget région iledefrance vélo mars bus métro tramway medef veut plus payer décembre,"[9.1906585900628049646e-303, 2.0487962321201242936e-419, 1.8882660482789765531e-332, 6.740930235601735917e-490, 4.604121019216456426e-500, 1.3216679262181421797e-450, 7.890257677581219053e-372, 1.4011644935244478209e-492, 7.353626595746888955e-313, 1.3564436515653015901e-508, 2.2640814546973303633e-106, 5.3581905308233329323e-534, 2.3983304404098175864e-316, 1.1419282234011465525e-360, 2.4492568602532862001e-256, 1.5052364166763840052e-551, 2.2703904063005322069e-398, 1.962600039597528947e-278, 3.0460735839262115028e-294, 2.3647856430338896857e-546, 1.1529606295831809913e-562, 4.682698597060915873e-505, 3.3838230315843695765e-236, 3.9816808964778516505e-444, 2.4147499333873646472e-540, 4.4770526678626969603e-545, 1.3985880295883638274e-516, 2.2075921180819029668e-581, 7.4490866462894366788e-463, 4.3419734651064458238e-600, 2.1695591149429908372e-466, 1.18326369112174797944e-589, 3.4362860554651856708e-379, 3.1135199548891852858e-327, 1.0019570183855335293e-117, 8.238624685298182603e-618, 3.981085603306885803e-465, 1.4185020122827073885e-395, 1.0156060014627504483e-295, 2.3203639506810519965e-386, 2.2845668926572855385e-330, 6.242140724706879106e-502, 7.2932857978389292906e-348, 3.7465080536028694945e-439, 1.4347435741944466095e-427, 2.1239736967654280795e-355, 1.9468052517961347027e-372, 6.445697779959346043e-530, 1.0247994917487024403e-590, 3.8736018781063812098e-610, 3.0538962736835497145e-343, 9.1873539799891147824e-537, 3.220511158120208405e-446, 5.509244756000267544e-493, 4.7759019579636938635e-393]",4.116511735831545e-108,55
