clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
« gens pris leurs dispositions » glisse l un d eux,"[8.6771653042080055194e-198, 4.0290071799565875978e-175, 1.7508786901877107885e-203, 9.278064952601273312e-166, 7.986102532691458568e-165, 5.898955408838209219e-203, 2.8640301955526025178e-198, 1.7452274105121060075e-192, 1.9901591807129216602e-200, 5.3173020830585640315e-176, 2.6168218407370236327e-203]",8.103553662188781e-166,11
trafic tgv nord trois officiellement n est réalité autant affecté mouvement,"[7.005587082599814893e-202, 4.6757373405256775345e-207, 4.9459568596297913513e-207, 7.2728942112401882083e-211, 3.8060430712513132616e-210, 4.9050413149720568304e-198, 3.288017185292867034e-196, 1.2720267779606964673e-215, 2.2420005117936346889e-209, 2.6470438019745124822e-181, 2.3908374621705309213e-205]",2.406403456340469e-182,11
savoir plus commandements « gilets rouges » juillet l interconnexion n est assurée,"[1.0432382129396037224e-188, 1.4357334576284576663e-190, 1.7641576181465048045e-207, 6.9168197418239635977e-197, 8.450597467363403272e-196, 2.8102762710240116528e-194, 1.1575950383492782154e-167, 2.9378032754332003827e-154, 1.0517401592184644888e-201, 6.801488694564353721e-163, 1.3732330739024530298e-203, 2.7191801596955568021e-196, 6.101760620958832302e-196]",2.2598486786421574e-155,13
couloirs partie banlieue gare nord l atmosphère plus électrique,"[1.4014760960335887168e-124, 5.126463473300858651e-145, 4.5139030866596858425e-214, 2.8060212182640976093e-145, 5.40679971909426639e-165, 2.6939808062832539932e-162, 2.6781351666566997152e-182, 4.3782380990880036264e-107, 2.491540201319508009e-198]",4.8647089989866706e-108,9
voyageurs descendent montent escalators bon rythme,"[2.7717677362972191218e-201, 2.0687103629970130856e-172, 9.625014157977495901e-168, 1.4462793817683898974e-148, 2.4976209583437360548e-131, 2.9766622108163706203e-171]",4.16270159723956e-132,6
certains courent rater train annoncé minutes viennent,"[4.2302969920703813525e-150, 4.2358591977039109432e-204, 1.1344295743977152737e-153, 5.0303076052109579153e-199, 2.1034594596556104737e-116, 3.699222788529085001e-177, 7.0625375678974709223e-214]",3.0049420852223007e-117,7
aperçoit beaucoup moins « gilets rouges »,"[1.12621687891539898e-156, 1.7487386889614275665e-159, 2.3648019891628237063e-169, 2.6460194260389339018e-170, 8.151597191671547579e-129, 1.5162149081394665627e-167, 1.4216079600109457227e-163]",1.1645138845245068e-129,7
revanche quelques agents portent débardeur orange arborant mention « gare nord sécurité »,"[4.918628190456639559e-175, 1.1790445300439121389e-126, 6.3365642154685152704e-140, 3.727631285750919061e-181, 1.4986156701906981822e-141, 4.1320641047080776393e-163, 3.2639577740947086384e-204, 5.8866141112464614784e-207, 1.352078920710056957e-181, 1.1063743554097925336e-181, 3.1635706178844716577e-184, 9.3245684496164895195e-202, 8.1067460232565836046e-197]",9.069573308030592e-128,13
aujourd hui exceptionnellement rer b vers banlieue nord passent habituellement soussol partent voies surface,"[3.0011319491194453782e-149, 2.3577526155366777388e-117, 5.920633606009387591e-191, 8.543343946608329801e-164, 5.1249526091323638196e-194, 6.42632497617184486e-98, 5.5184723608045720073e-179, 2.880916090038786641e-143, 2.19101059986127281e-177, 1.4831848728622798534e-196, 3.8444840625644670676e-150, 1.677544906819082485e-158, 2.2362532148602761312e-170, 1.2533070702740138282e-210]",4.590232125837032e-99,14
comme dit jargon « l interconnexion n est assurée » comme voir ici entre deux opérateurs chargés ligne ratp sud sncf nord,"[6.3847095841625569956e-185, 1.9265881638912844018e-191, 7.701746586153227309e-188, 7.5025137734807020378e-205, 4.0186028552322803086e-182, 6.948509471989475488e-182, 6.5116606182700265436e-176, 1.1614027863589105742e-160, 5.800265622089684059e-176, 8.1641526652004643274e-179, 8.9371861407689110645e-204, 4.1563748064505365814e-158, 2.1023297711967494788e-125, 2.5661340422634581924e-149, 1.7166068093462697787e-178, 5.1962399078963870584e-199, 3.6383366575284692718e-171, 1.5254137648481639572e-160, 7.4827225158386963735e-211, 8.2104105869612853885e-177, 5.940814298601086898e-160, 1.1865220860188862485e-197]",9.556044414530679e-127,22
faciliter compréhension panneaux annonces sonores préfèrent expliquer qu aujourd hui « ligne coupée deux »,"[6.689860663880550143e-210, 4.6960656890061482155e-209, 8.676306335166039756e-195, 5.8637873417280031246e-205, 3.0892086257434151014e-164, 1.7844318489958627872e-198, 6.809544375957630277e-172, 5.9094061560269547727e-171, 3.4191834652923796339e-197, 7.588035353066079307e-195, 1.8441484236913768343e-166, 1.9096581103651258945e-185, 4.071181136141065334e-214, 2.3663307870871267964e-179, 4.871465070393065389e-202]",2.0717671793442604e-165,15
avarie signal d alarme,"[3.0626105415831895166e-199, 3.5346527699005587673e-192, 2.2348363729119635349e-144, 6.093566450920336987e-188]",5.587090932279909e-145,4
quai c est confusion,"[5.1799773135905221016e-209, 8.828454390193711144e-213, 4.5077154355031536616e-158, 7.2548291966244704347e-200]",1.1269288588757884e-158,4
train s apprête partir,"[1.17539839532788137166e-169, 1.9247511475753194248e-159, 1.4882591487019380253e-188, 3.9762513413363921847e-199]",4.8118778692321484e-160,4
voyageurs entassés rame debout,"[1.720540150107571109e-166, 1.8054741287510296949e-171, 1.0715232980926641562e-173, 1.201999727592270845e-182]",4.301395780002971e-167,4
convoi démarre,"[1.4291332912290429927e-203, 2.2904910610733496615e-213]",7.14566645729046e-204,2
coup d autres personnes profitent l aubaine s engouffrent voitures déjà bondées,"[3.3016467782491145996e-163, 9.560350743606453186e-213, 9.111398159069039187e-160, 9.971359662762577362e-143, 5.060673676012741989e-178, 4.5488287509201338987e-207, 2.149743434927708613e-208, 6.4215518675297554876e-202, 1.5727973614883417692e-196, 1.1349954357341830352e-188, 9.1549953575728114904e-188, 4.478418271881385014e-204]",8.309466385635481e-144,12
annonce sonore finit évoquer « avarie technique »,"[5.947242751257825709e-204, 4.826235150230794624e-119, 3.3962054984643217694e-190, 2.0572110129855102181e-179, 1.5114203190714562768e-198, 1.1536432312648661404e-189, 4.8104924218715674284e-192, 1.1641376768809338122e-206]",6.0327939377884936e-120,8
réseau francilien tellement saturé lorsqu une grève désorganise service entraîne d autres aléas,"[1.0646740817933392263e-205, 7.48748327255908278e-202, 3.138325226594895161e-191, 3.4129369059332154503e-172, 1.6347353240024174175e-215, 3.8298780051594050595e-213, 1.3549877970139259068e-170, 3.4347774368325898314e-200, 9.113573834158468214e-196, 2.0321561906282170807e-195, 1.0586372457994288232e-209, 1.08989282145273492665e-128, 1.1775211848305787149e-166]",8.383790934251806e-130,13
quai d en face train l aéroport charlesdegaulle prévu,"[6.9619353829918985265e-205, 3.2668059698834331494e-197, 6.4301984340671500093e-214, 3.7198930258531492714e-204, 3.5979017250925376358e-204, 4.0788548360615581418e-212, 2.2581335717062746537e-216, 1.9134684758464774764e-214, 9.368111923911933919e-67]",1.0409013248791039e-67,9
fait attendre raison d un « passager tiré signal d alarme » cette fois,"[9.030310526304965727e-162, 5.822201772610626199e-164, 8.052593585353910002e-214, 3.8111584613735436814e-176, 7.921730572541393887e-67, 1.9354194633417302688e-151, 1.0698966464779115942e-167, 2.8188518750083696917e-153, 0.97626696702560350905, 8.4146180064582950183e-184, 9.62682618456811779e-162, 5.559142634534407753e-164, 1.7131481904932598545e-187, 2.3254946063230008688e-197]",0.06973335478754311,14
maintenant retard dépasse largement minutes affichées passagers n expriment ni résignation ni colère,"[2.200295732987349172e-183, 1.3499236147391290526e-191, 5.959810326970022034e-209, 5.837892284350275233e-78, 2.5305252990059033097e-190, 1.1917054916950805967e-188, 5.3130377145452598715e-214, 1.622767560398639436e-213, 6.5917874925049463443e-57, 9.992877990983062926e-213, 1.7821445157497988235e-151, 1.8233478515715986358e-121, 9.8866665399300164214e-204]",5.070605763465343e-58,13
contentent d attendre,"[2.3816564076815152147e-142, 1.9336479179755672693e-184, 3.653925961921003373e-148]",7.938866872024924e-143,3
l habitude fait,"[1.0580098842452622168e-177, 1.125894444735141535e-128, 8.0225459428660791116e-166]",3.752981482450472e-129,3
train finit arriver remplit rapidement,"[7.344233099998839107e-178, 6.477196843662388075e-171, 2.48557230688911203e-172, 6.967389027710496239e-210, 2.1538862276203195118e-155]",4.3077724552406404e-156,5
partira plein comme,"[2.857099060909374912e-92, 1.698789540884094057e-210, 1.0587427064220539438e-161]",9.523663536364583e-93,3
châtelet comme dimanche,"[4.4016175662971488983e-169, 2.1315713883460390952e-172, 9.812494753096869539e-152]",3.270831584365623e-152,3
comparaison service banlieue sncf rer b côté ratp où certains syndicats aussi appelé grève paraît presque vide,"[9.002412653968326748e-68, 3.6035107755649399218e-178, 1.4794545672233094021e-153, 6.183312366757688497e-173, 4.741472492437385379e-124, 8.9555766128073009184e-182, 6.8521341458282703277e-144, 5.0798645297212017025e-138, 7.6287152842353122087e-196, 2.6300871361356967364e-172, 2.6610587747005939846e-163, 8.9285849266448592847e-212, 1.260964781218046091e-194, 7.4791432690065014697e-34, 3.5093193828718343107e-214, 3.552839701981124955e-209, 2.7676834971347654966e-179]",4.3994960405920595e-35,17
rame dame déplace béquilles lance cantonade « font grève exagèrent,"[2.7004764557034561448e-188, 7.7953472168849177834e-190, 1.1556103620698947597e-165, 1.1122779769824215396e-199, 6.132370340869116509e-154, 2.1700432141638521444e-167, 2.0714674039497107075e-167, 4.028947499985249799e-148, 9.823513103498270393e-196, 2.9079683255781396064e-170]",4.028953632355591e-149,10
assez bien payés comme ça,"[5.152251378683451705e-153, 4.256612755351102686e-187, 1.9120266745619724166e-157, 2.3824702339230439094e-186, 3.0023171288982592634e-171]",1.0304885162701816e-153,5
aussi aimerait avoir travail »,"[8.927201189028151752e-97, 1.4456198271273468601e-196, 3.5014096077242891413e-181, 4.9048744484475555857e-164, 7.2839027110628211095e-201]",1.7854402378056304e-97,5
personne répond,"[4.151266202763680989e-184, 9.157013877929627787e-183]",4.786070249102998e-183,2
a heures hall désert station châtelet croirait dimanche matin,"[8.446263434886319456e-160, 4.3108653798634890152e-197, 1.2168541085118040621e-206, 1.15315824714026157e-186, 1.4928755564458216397e-176, 1.11103040293626288635e-200, 7.53115713816442064e-180, 5.4824181486678159532e-189, 1.2202300676861307112e-202]",9.384737149873688e-161,9
ligne métro dirige vers nord fonctionne normalement tous voyageurs trouvent place assise,"[6.5005066375757107486e-210, 1.8782382819126543577e-214, 7.044249164095430456e-169, 7.182570210297640024e-152, 1.3761205370437705679e-203, 1.4504751482787943604e-175, 1.3687336981617261932e-190, 6.3488582132814631445e-179, 1.081220664892171834e-166, 3.5944944707106356237e-101, 2.4190627381610893733e-188, 9.555022179862719969e-160]",2.9954120589255298e-102,12
[''],[],0.0,0
gare l est hall encore plus désert qu à gare nord heure plus tôt,"[9.724327945517589551e-145, 3.1505747833096855673e-147, 4.543517249753959104e-158, 1.0925324518738232111e-158, 4.1564829021686768778e-132, 8.5679300655029241874e-197, 2.2475047750246167286e-148, 7.69495460487018121e-183, 7.3123191969779593166e-168, 1.6096688830653945935e-119, 2.959648872215629081e-172, 1.3412658898381123172e-164, 2.4371106559464828045e-208, 3.1890166404859818708e-160]",1.1497634879041502e-120,14
entend pluie battre grande verrière insistance,"[1.7374713700361402598e-196, 2.509953507601238322e-136, 2.5738300866100138144e-192, 1.5486136273452171197e-193, 6.346848281928782221e-157, 3.9169228822967008586e-162]",4.1832558460020637e-137,6
« gilets rouges » revanche toujours aussi nombreux,"[1.3672327410032304383e-191, 2.9395724204422585128e-176, 4.747266939691008945e-164, 2.0630614516567716578e-193, 7.652814782404136631e-195, 1.881983174585675465e-196, 1.5693938650997352346e-195, 4.2425857555551639138e-207]",5.934083674617435e-165,8
tgv arrivent l heure presque tout comme train venu moscou via brest litovsk,"[4.8450120865602746666e-181, 1.9227025883508133857e-129, 3.7633544917915956866e-148, 2.9456181340362659595e-48, 5.31965278126932249e-140, 8.09677886556746744e-186, 1.1610834192749299654e-149, 7.9522553840534913574e-165, 2.3603473102391011868e-94, 2.1317030985565536467e-182, 1.6607289008032351725e-127, 4.3244757859180112964e-111, 1.844476335624510568e-168]",2.26586010310482e-49,13
nombreuses dessertes vers banlieue supprimés,"[8.123619472959907978e-195, 5.5558136363250472836e-130, 2.204585475209867172e-173, 9.762617456893843226e-213, 1.1359439228864487838e-217]",1.1111627272650094e-130,5
châteauthierry compte qu un train matinée contre quatre temps normal,"[2.4725649184973914172e-181, 2.78616429407475127e-165, 1.5114695527856441323e-198, 1.297652630278712509e-172, 1.3231818984817648004e-173, 5.879577872057684655e-158, 3.3387512967648238495e-180, 7.768455235456527945e-155, 1.9624026846343983837e-179, 5.617545326572043536e-205]",7.774334813607202e-156,10
train arrive meaux,"[2.4387765130570492986e-141, 6.4398494375197514294e-174, 9.689187400317677476e-205]",8.129255043523497e-142,3
nombreux passagers descendent dirigent massivement vers métro,"[0.02373303297068061278, 1.4145523859292176219e-169, 2.327985355330079351e-147, 4.1297236253941858294e-187, 7.5755548952653935388e-171, 3.3371757028157850135e-169, 8.809965474204636576e-203]",0.003390433281525802,7
quelquesuns s apprêtant rejoindre manifestation prévue jour portent banderoles,"[1.53984055164076942695e-179, 5.4134793721828905083e-146, 2.2434868015496587423e-197, 5.0175938512781745848e-197, 2.6160512562382926141e-194, 1.4995660570243021687e-159, 1.8025836943410090132e-120, 1.9203452633355817184e-178, 7.736904105413400451e-167]",2.00287077149001e-121,9
« gilets rouges » disparu,"[2.2116625383749186384e-167, 2.2220741001919837428e-122, 1.9449299148449398486e-189, 3.0385738138295192831e-130, 4.276735009955939265e-175]",4.4441482611554436e-123,5
là soir retours,"[9.0291919639251807447e-156, 5.9241437517440918517e-158, 1.2389584985117305483e-126]",4.129861661705768e-127,3
olivier razemon twitter facebook histoires grèves connivence « onze heures sept » face grève juin questions posez grève surprise rer a janvier « droit retrait » rer c est quoi janvier,"[3.2849534834675195577e-206, 2.6889749432773338877e-199, 6.99634469538891724e-136, 2.194896204876454666e-165, 6.1576466722348876804e-195, 7.2669307052204732276e-193, 4.2635672071034040568e-153, 1.1810636120357516219e-182, 7.0468531780459218805e-188, 1.1992794495367698841e-182, 1.610919282064625451e-172, 1.0633090238512438417e-191, 2.5353631111553493518e-183, 1.2386257113277462193e-181, 4.527383461804241582e-145, 2.6114628615231178348e-168, 1.6603817850004479117e-183, 1.1803873258439745911e-155, 2.9061086001207579255e-209, 1.2310493086232033778e-173, 1.2577988501950868787e-177, 4.470233460361737981e-171, 7.575793598139313851e-181, 3.8673734703301938998e-218, 8.416088630854034299e-173, 1.9633277735167361077e-151, 1.9487840011041462456e-163, 2.5744326013543797138e-97, 5.1819323831880824398e-137, 1.42391352125686471315e-157, 9.1882226173798750004e-141]",8.304621294691548e-99,31
