clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
gouvernement a annoncé quen conséquence prix lélectricité devrait augmenter pourrait contribuer accroître linflation,"[4.473971384626909769e-112, 5.3892558154978438862e-117, 2.6654666519496853671e-118, 2.2127612123516272122e-113, 1.04713575196191480736e-116, 5.8417138822676371654e-118, 1.0522233900077255986e-115, 4.9771417160250132695e-97, 1.3533681896806727916e-114, 9.263013888548798365e-117, 2.74226610307065333e-109, 1.2632373685518737423e-100, 1.13946693595593713975e-107]",3.829542271930968e-98,13
besoins lituaniens électricité devraient sélever cette année milliards kilowattheures kwh,"[2.058902712422411273e-113, 3.6228376588990206526e-114, 4.739630320402870771e-107, 1.675094828924691327e-77, 5.5245453737184293767e-105, 1.4451210243795142697e-118, 6.099614742106879316e-105, 2.280113912554621984e-120, 1.9199329499349973665e-92, 5.133858564876733535e-91]",1.6750948289247445e-78,10
donc environ milliards kwh devront être importés,"[7.681064414736951232e-94, 1.848544468850688772e-102, 3.4068370658030873917e-104, 2.159178484376429034e-86, 9.864244941823593206e-119, 1.6385225153046590266e-104, 5.421741524478367378e-111]",3.084540801695819e-87,7
cette ancienne république soviétique hier comme aujourdhui bien sûr déviter autant possible dépendance gaz russe,"[5.4052601556662153168e-95, 2.9130191005237640845e-119, 3.5594041430913131895e-107, 2.6693034090406687326e-110, 4.368693664743959153e-81, 1.4959694981585665534e-108, 6.1040945725406828027e-121, 1.5797942761747828582e-114, 2.4191214193890401813e-114, 1.6280506486255860713e-104, 2.9975813099668947562e-112, 2.8848489492831038224e-105, 8.2024863602420740804e-109, 8.39645904693967759e-117, 2.9450841493530913762e-115]",2.9124624431626754e-82,15
lietuvos réseau lituanien a annoncé pourvoir pays électricité problème car compagnie déjà rodée type demande lorsque centrale devait être fermée maintenance défaillance,"[2.0635220991111114897e-114, 1.6763606987308182603e-111, 6.478731502921892672e-121, 5.59191560190811556e-109, 7.583737263863457485e-115, 6.230892626234316719e-109, 1.8063978493943063898e-99, 1.2736670405223697032e-92, 6.1096396231669087836e-114, 2.7840931550985723178e-97, 2.831319220404822961e-108, 9.556681334602999837e-127, 2.4141737052108539635e-108, 4.3174915920109619853e-98, 5.0973505149511129357e-115, 7.850768942570792943e-112, 6.7489759272866881246e-109, 1.4178223049571023176e-110, 3.475636512037143767e-126, 5.3873159208160284933e-121, 5.271534638052517091e-120, 4.1578134746032431022e-116]",5.789542634478629e-94,22
a court terme plusieurs solutions mises oeuvre quil sagisse solutions domestiques extérieures,"[1.9636201028078776253e-94, 2.6087511755239373638e-111, 5.113369510416269611e-112, 3.2586641987190638251e-111, 2.5777648740618007335e-107, 1.655055580343583418e-116, 1.2435524107387433265e-109, 1.0417838205127752231e-104, 1.8758132642014844529e-92, 1.1537861876838372959e-101, 2.1300271248414379447e-98, 6.259741251793935863e-105]",1.5795429970101205e-93,12
accord a signé lestonie,"[1.106492302018607544e-121, 6.8792429605171501913e-109, 3.960531793056736459e-119, 5.760278145679821519e-100]",1.440069538139766e-100,4
accord général a conclu biélorussie discutons a déclaré arvydas ministre lituanien lénergie,"[8.1114035411279060344e-115, 6.299578670027918543e-118, 8.548828398718054763e-109, 2.2708887588437492646e-118, 2.9015488687766630124e-104, 5.414911873789577764e-117, 9.8011676220958758244e-80, 1.3043711480459422162e-113, 2.0003044365852496886e-94, 2.862001619333487844e-121, 1.5876883784730519861e-111, 3.791465151793471306e-95]",8.167639685079916e-81,12
notamment questions transit biélorussie doivent être réglées,"[4.839153459989837884e-104, 5.0376052187245425594e-109, 2.4963812612345577823e-110, 4.6297175411557367217e-108, 2.064143763955583569e-111, 7.2530810032546197714e-116, 1.6755674160582996489e-115]",6.913813586593982e-105,7
vilnius a admis question importations ukrainiennes via biélorussie nétait réglée,"[1.3602809107421729813e-117, 3.2695608676869963775e-115, 5.6148835127768934317e-119, 6.3321834384995642796e-118, 1.5086252350644280604e-123, 2.2323670611244420222e-116, 7.120874807889893596e-120, 7.217227713536283645e-115, 2.7011559296434256865e-118, 2.1077172932960061923e-118]",1.0735401865290194e-115,10
andrius kubilius premier ministre lituanien a déclaré russie pourrait interférer importations,"[5.0162850637588121583e-115, 2.9889821163157059905e-116, 5.4072411065496178204e-116, 1.0871190984041763597e-111, 3.0262589474490968338e-113, 1.3011464580898244827e-121, 2.7371940029059703393e-120, 5.3508460152244393516e-121, 9.232637139290358006e-115, 4.1081357871652989318e-112, 3.3570447491438134017e-88]",3.0518588628580124e-89,11
lituanie retrouvera aucun cas sans électricité atil affirmé,"[6.9521059666626227393e-107, 6.3121114828301983292e-102, 9.776211430432692656e-105, 2.3675967058627523934e-120, 7.583273344032869212e-97, 1.0755502649010063946e-110, 2.3148844838067394957e-111, 5.618028132934641081e-120]",9.479170704506441e-98,8
a plus long terme lituaniens misent différentes alternatives,"[7.946333253803924531e-113, 1.7028344811696206992e-114, 2.9502229101597633134e-118, 1.9226898878683693925e-118, 3.640498263639559614e-118, 1.0718359498012658392e-120, 4.5246653972091351235e-109, 4.292621306704611514e-102]",5.365777199065398e-103,8
lune dentre elles câble électrique sousmarin alimenterait partie depuis suède,"[6.472664773881118702e-98, 1.8925796694730480646e-92, 9.13681823619886133e-101, 5.96791295606216538e-110, 1.5551295938899370443e-103, 2.0257414376812602042e-110, 1.4692844763055189151e-63, 5.1348130365974430325e-108, 6.702960281284301293e-112, 1.2769856711472457088e-114]",1.4692844763055188e-64,10
avenir plus lointain pays prévoit remplacer centrale soviétique nouvelle centrale nucléaire,"[4.7134745714397826267e-116, 7.3912929281757230385e-108, 2.0788342425688378766e-103, 2.2813566180785353825e-95, 3.4933900549905846964e-89, 6.423107344197474444e-116, 6.5516503432739396715e-116, 9.986896015279282451e-104, 6.4853712461552139984e-111, 9.098196741957059988e-112, 3.4317487574113415235e-102]",3.1758112148614333e-90,11
celleci partagée lestonie lettonie pologne,"[1.1307800619984508971e-102, 3.7891026065481538956e-109, 5.421541085902925362e-118, 3.7008579655403289444e-104, 3.8668889206738782926e-107]",2.3356553789066444e-103,5
lappel doffres a formellement lancé décembre,"[2.4045947440071146969e-110, 8.319148276143370848e-118, 1.5400100859870398242e-103, 1.6942833320188288364e-118, 3.329964432634168459e-110, 1.2463455556680639389e-107]",2.5668921566642237e-104,6
discussions pris retard ouverture originellement souhaitée devrait faire avant plus tôt,"[4.9839003408283426248e-114, 2.3909932141057015577e-105, 6.213309982502595219e-101, 3.218468593348252498e-92, 3.0975955248271317612e-109, 2.2251059019253123725e-95, 1.1423171199790152853e-94, 4.9634235984831181064e-100, 5.5989533779822391815e-98, 1.9085253538695610274e-103, 2.8926133013975780107e-79]",2.6296484558162737e-80,11
olivier truc stockholm correspondance olivier truc,"[1.8848733540525326522e-103, 1.1882620731811263629e-106, 1.8661114609572626967e-114, 2.157721704964752246e-107, 1.9081418317336201704e-110, 7.542159285728713975e-114]",3.1437959653407935e-104,6
